XAl,XFe,a-Al(A1),a-Fe-alpha(A2)
0.5509999999999996,0.44900000000000034,0.0046102135,0.0088162975
0.5499999999999996,0.45000000000000034,0.0046102135,0.0088162975
0.5489999999999996,0.45100000000000035,0.0046102135,0.0088162975
0.5479999999999996,0.45200000000000035,0.0046102135,0.0088162975
0.5469999999999996,0.45300000000000035,0.0046102135,0.0088162975
0.5459999999999996,0.45400000000000035,0.0046102135,0.0088162975
0.5449999999999996,0.45500000000000035,0.0046102135,0.0088162975
0.5439999999999996,0.45600000000000035,0.0046102135,0.0088162975
0.5429999999999996,0.45700000000000035,0.0046102135,0.0088162975
0.5419999999999996,0.45800000000000035,0.0046102135,0.0088162975
0.5409999999999996,0.45900000000000035,0.0046102135,0.0088162975
0.5399999999999996,0.46000000000000035,0.0046102135,0.0088162975
0.5389999999999996,0.46100000000000035,0.0046102135,0.0088162975
0.5379999999999996,0.46200000000000035,0.0046102135,0.0088162975
0.5369999999999996,0.46300000000000036,0.0046102135,0.0088162975
0.5359999999999996,0.46400000000000036,0.0046102135,0.0088162975
0.5349999999999996,0.46500000000000036,0.0046102135,0.0088162975
0.5339999999999996,0.46600000000000036,0.0046102135,0.0088162975
0.5329999999999996,0.46700000000000036,0.0046102135,0.0088162975
0.5319999999999996,0.46800000000000036,0.0046102135,0.0088162975
0.5309999999999996,0.46900000000000036,0.0046102135,0.0088162975
0.5299999999999996,0.47000000000000036,0.0046102135,0.0088162975
0.5289999999999996,0.47100000000000036,0.0046102135,0.0088162975
0.5279999999999996,0.47200000000000036,0.0046102135,0.0088162975
0.5269999999999996,0.47300000000000036,0.0046102135,0.0088162975
0.5259999999999996,0.47400000000000037,0.0046102135,0.0088162975
0.5249999999999996,0.47500000000000037,0.0046102135,0.0088162975
0.5239999999999996,0.47600000000000037,0.0046102135,0.0088162975
0.5229999999999996,0.47700000000000037,0.0046102135,0.0088162975
0.5219999999999996,0.47800000000000037,0.0046102135,0.0088162975
0.5209999999999996,0.47900000000000037,0.0046102135,0.0088162975
0.5199999999999996,0.48000000000000037,0.0046102135,0.0088162975
0.5189999999999996,0.48100000000000037,0.0046102135,0.0088162975
0.5179999999999996,0.4820000000000004,0.0046102135,0.0088162975
0.5169999999999996,0.4830000000000004,0.0046102135,0.0088162975
0.5159999999999996,0.4840000000000004,0.0046102135,0.0088162975
0.5149999999999996,0.4850000000000004,0.0046102135,0.0088162975
0.5139999999999996,0.4860000000000004,0.0046102135,0.0088162975
0.5129999999999996,0.4870000000000004,0.0046102135,0.0088162975
0.5119999999999996,0.4880000000000004,0.0046102135,0.0088162975
0.5109999999999996,0.4890000000000004,0.0046102135,0.0088162975
0.5099999999999996,0.4900000000000004,0.0046102135,0.0088162975
0.5089999999999996,0.4910000000000004,0.0022631901,0.036251874
0.5079999999999996,0.4920000000000004,0.0046102135,0.0088162975
0.5069999999999996,0.4930000000000004,0.0046102135,0.0088162975
0.5059999999999996,0.4940000000000004,0.0046102135,0.0088162975
0.5049999999999996,0.4950000000000004,0.0046102135,0.0088162975
0.5039999999999996,0.4960000000000004,0.0046102135,0.0088162975
0.5029999999999996,0.4970000000000004,0.0046102135,0.0088162975
0.5019999999999996,0.4980000000000004,0.0046102135,0.0088162975
0.5009999999999996,0.4990000000000004,0.0046102135,0.0088162975
0.49999999999999956,0.5000000000000003,0.0046102135,0.0088162975
0.49899999999999956,0.5010000000000003,0.0046102135,0.0088162975
0.49799999999999955,0.5020000000000003,0.0046102135,0.0088162975
0.49699999999999955,0.5030000000000003,0.0046102135,0.0088162975
0.49599999999999955,0.5040000000000003,0.0046102135,0.0088162975
0.49499999999999955,0.5050000000000003,0.0046102135,0.0088162975
0.49399999999999955,0.5060000000000003,0.0046102135,0.0088162975
0.49299999999999955,0.5070000000000003,0.0046102135,0.0088162975
0.49199999999999955,0.5080000000000003,0.0046102135,0.0088162975
0.49099999999999955,0.5090000000000003,0.0046102135,0.0088162975
0.48999999999999955,0.5100000000000003,0.0046102135,0.0088162975
0.48899999999999955,0.5110000000000003,0.0046102135,0.0088162975
0.48799999999999955,0.5120000000000003,0.0046102135,0.0088162975
0.48699999999999954,0.5130000000000003,0.0046102135,0.0088162975
0.48599999999999954,0.5140000000000003,0.0022631901,0.036251874
0.48499999999999954,0.5150000000000003,0.0046102135,0.0088162975
0.48399999999999954,0.5160000000000003,0.0046102135,0.0088162975
0.48299999999999954,0.5170000000000003,0.0046102135,0.0088162975
0.48199999999999954,0.5180000000000003,0.0046102135,0.0088162975
0.48099999999999954,0.5190000000000003,0.0046102135,0.0088162975
0.47999999999999954,0.5200000000000004,0.0046102135,0.0088162975
0.47899999999999954,0.5210000000000004,0.0046102135,0.0088162975
0.47799999999999954,0.5220000000000004,0.0046102135,0.0088162975
0.47699999999999954,0.5230000000000004,0.0044238681,0.009155062
0.47599999999999953,0.5240000000000004,0.004244953,0.0095056311
0.47499999999999953,0.5250000000000004,0.0040763506,0.0098613873
0.47399999999999953,0.5260000000000004,0.0039172227,0.010222404
0.47299999999999953,0.5270000000000004,0.0037668209,0.010588751
0.47199999999999953,0.5280000000000004,0.003624475,0.010960499
0.47099999999999953,0.5290000000000004,0.003489583,0.011337712
0.46999999999999953,0.5300000000000004,0.0033616026,0.011720456
0.46899999999999953,0.5310000000000004,0.0032400439,0.012108791
0.4679999999999995,0.5320000000000004,0.0031244629,0.012502775
0.4669999999999995,0.5330000000000004,0.0030144566,0.012902465
0.4659999999999995,0.5340000000000004,0.0029096579,0.013307912
0.4649999999999995,0.5350000000000004,0.0028097319,0.013719167
0.4639999999999995,0.5360000000000004,0.0027143721,0.014136278
0.4629999999999995,0.5370000000000004,0.0026232977,0.014559288
0.4619999999999995,0.5380000000000004,0.0025362504,0.014988241
0.4609999999999995,0.5390000000000004,0.0024529928,0.015423175
0.4599999999999995,0.5400000000000004,0.0023733057,0.015864126
0.4589999999999995,0.5410000000000004,0.0022969868,0.01631113
0.4579999999999995,0.5420000000000004,0.0022238487,0.016764217
0.4569999999999995,0.5430000000000004,0.0021537176,0.017223416
0.4559999999999995,0.5440000000000004,0.0020864323,0.017688753
0.4549999999999995,0.5450000000000004,0.0020218428,0.018160253
0.4539999999999995,0.5460000000000004,0.0019598093,0.018637935
0.4529999999999995,0.5470000000000004,0.0019002016,0.019121819
0.4519999999999995,0.5480000000000004,0.0018428979,0.01961192
0.4509999999999995,0.5490000000000004,0.0017877844,0.020108253
0.4499999999999995,0.5500000000000004,0.0017347546,0.020610827
0.4489999999999995,0.5510000000000004,0.0016837085,0.021119651
0.4479999999999995,0.5520000000000004,0.0016345525,0.021634731
0.4469999999999995,0.5530000000000004,0.0015871984,0.02215607
0.4459999999999995,0.5540000000000004,0.0015415633,0.022683669
0.4449999999999995,0.5550000000000004,0.0014975694,0.023217524
0.4439999999999995,0.5560000000000004,0.001455143,0.023757633
0.4429999999999995,0.5570000000000004,0.001414215,0.024303986
0.4419999999999995,0.5580000000000004,0.0013747198,0.024856575
0.4409999999999995,0.5590000000000004,0.0013365955,0.025415386
0.4399999999999995,0.5600000000000004,0.0012997837,0.025980404
0.4389999999999995,0.5610000000000004,0.0012642291,0.026551611
0.4379999999999995,0.5620000000000004,0.0012298792,0.027128986
0.4369999999999995,0.5630000000000004,0.0011966843,0.027712504
0.4359999999999995,0.5640000000000004,0.0011645973,0.02830214
0.4349999999999995,0.5650000000000004,0.0011335734,0.028897863
0.4339999999999995,0.5660000000000004,0.0011035701,0.029499642
0.4329999999999995,0.5670000000000004,0.0010745471,0.03010744
0.4319999999999995,0.5680000000000004,0.0010464658,0.030721218
0.4309999999999995,0.5690000000000004,0.0010192898,0.031340937
0.4299999999999995,0.5700000000000004,0.00099298417,0.03196655
0.4289999999999995,0.5710000000000004,0.00096751582,0.032598009
0.4279999999999995,0.5720000000000004,0.00094285313,0.033235264
0.4269999999999995,0.5730000000000004,0.00091896594,0.03387826
0.4259999999999995,0.5740000000000004,0.00089582549,0.034526938
0.4249999999999995,0.5750000000000004,0.00087340431,0.035181239
0.4239999999999995,0.5760000000000004,0.00085167619,0.035841096
0.4229999999999995,0.5770000000000004,0.00083061605,0.036506442
0.4219999999999995,0.5780000000000004,0.00081019996,0.037177204
0.4209999999999995,0.5790000000000004,0.000790405,0.037853306
0.4199999999999995,0.5800000000000004,0.00077120926,0.038534668
0.4189999999999995,0.5810000000000004,0.00075259176,0.039221207
0.4179999999999995,0.5820000000000004,0.00073453245,0.039912836
0.4169999999999995,0.5830000000000004,0.00071701207,0.040609461
0.4159999999999995,0.5840000000000004,0.00070001222,0.041310987
0.4149999999999995,0.5850000000000004,0.00068351523,0.042017313
0.4139999999999995,0.5860000000000004,0.00066750418,0.042728334
0.4129999999999995,0.5870000000000004,0.00065196284,0.043443941
0.4119999999999995,0.5880000000000004,0.00063687564,0.044164018
0.4109999999999995,0.5890000000000004,0.00062222765,0.044888446
0.4099999999999995,0.5900000000000004,0.00060800452,0.0456171
0.4089999999999995,0.5910000000000004,0.0005941925,0.046349851
0.4079999999999995,0.5920000000000004,0.00058077837,0.047086564
0.4069999999999995,0.5930000000000004,0.00056774943,0.047827096
0.4059999999999995,0.5940000000000004,0.00055509351,0.048571303
0.40499999999999947,0.5950000000000004,0.00054279888,0.04931903
0.40399999999999947,0.5960000000000004,0.00053085429,0.05007012
0.40299999999999947,0.5970000000000004,0.00051924892,0.050824406
0.40199999999999947,0.5980000000000004,0.00050797239,0.051581717
0.40099999999999947,0.5990000000000004,0.00049701468,0.052341874
0.39999999999999947,0.6000000000000004,0.00048636619,0.053104691
0.39899999999999947,0.6010000000000004,0.00047601768,0.053869975
0.39799999999999947,0.6020000000000004,0.00046596026,0.054637525
0.39699999999999946,0.6030000000000004,0.0004561854,0.055407131
0.39599999999999946,0.6040000000000004,0.00044668486,0.056178577
0.39499999999999946,0.6050000000000004,0.00043745076,0.056951636
0.39399999999999946,0.6060000000000004,0.00042847549,0.057726074
0.39299999999999946,0.6070000000000004,0.00041975174,0.058501647
0.39199999999999946,0.6080000000000004,0.00041127249,0.059278101
0.39099999999999946,0.6090000000000004,0.00040303098,0.060055173
0.38999999999999946,0.6100000000000004,0.00039502072,0.060832588
0.38899999999999946,0.6110000000000004,0.00038723547,0.061610061
0.38799999999999946,0.6120000000000004,0.00037966923,0.062387298
0.38699999999999946,0.6130000000000004,0.00037231624,0.06316399
0.38599999999999945,0.6140000000000004,0.00036517098,0.063939817
0.38499999999999945,0.6150000000000004,0.00035822811,0.064714447
0.38399999999999945,0.6160000000000004,0.00035148257,0.065487535
0.38299999999999945,0.6170000000000004,0.00034492944,0.066258723
0.38199999999999945,0.6180000000000004,0.00033856406,0.067027636
0.38099999999999945,0.6190000000000004,0.00033238193,0.067793888
0.37999999999999945,0.6200000000000004,0.00032637875,0.068557077
0.37899999999999945,0.6210000000000004,0.00032055043,0.069316783
0.37799999999999945,0.6220000000000004,0.00031489303,0.070072572
0.37699999999999945,0.6230000000000004,0.00030940282,0.070823993
0.37599999999999945,0.6240000000000004,0.00030407622,0.071570578
0.37499999999999944,0.6250000000000004,0.00029890983,0.072311838
0.37399999999999944,0.6260000000000004,0.00029493296,0.072894045
0.37299999999999944,0.6270000000000004,0.0016824552,0.04354017
0.37199999999999944,0.6280000000000004,0.00028694878,0.074093887
0.37099999999999944,0.6290000000000004,0.00028294878,0.074711242
0.36999999999999944,0.6300000000000004,0.00027894803,0.075340047
0.36899999999999944,0.6310000000000004,0.0015878099,0.045052586
0.36799999999999944,0.6320000000000005,0.00027095683,0.076631545
0.36699999999999944,0.6330000000000005,0.00026697217,0.077294027
0.36599999999999944,0.6340000000000005,0.00026299841,0.077967535
0.36499999999999944,0.6350000000000005,0.00025903802,0.07865198
0.36399999999999944,0.6360000000000005,0.00025509337,0.079347282
0.36299999999999943,0.6370000000000005,0.00025116664,0.080053364
0.36199999999999943,0.6380000000000005,0.00024725989,0.080770156
0.36099999999999943,0.6390000000000005,0.00024337506,0.081497594
0.35999999999999943,0.6400000000000005,0.00023951393,0.082235617
0.35899999999999943,0.6410000000000005,0.0013485424,0.049464891
0.35799999999999943,0.6420000000000005,0.00023186943,0.083743205
0.35699999999999943,0.6430000000000005,0.001301455,0.050455001
0.35599999999999943,0.6440000000000005,0.00022433846,0.085292535
0.3549999999999994,0.6450000000000005,0.00022061887,0.08608275
0.3539999999999994,0.6460000000000005,0.00021693144,0.086883284
0.3529999999999994,0.6470000000000005,0.00021327724,0.087694106
0.3519999999999994,0.6480000000000005,0.00020965725,0.08851519
0.3509999999999994,0.6490000000000005,0.00020607235,0.089346508
0.3499999999999994,0.6500000000000005,0.0011414633,0.054206078
0.3489999999999994,0.6510000000000005,0.00019901105,0.091039768
0.3479999999999994,0.6520000000000005,0.00019553606,0.091901674
0.3469999999999994,0.6530000000000005,0.0010757886,0.055951761
0.3459999999999994,0.6540000000000005,0.0010543415,0.05655238
0.3449999999999994,0.6550000000000005,0.00018534082,0.094548335
0.3439999999999994,0.6560000000000005,0.001012151,0.057782009
0.3429999999999994,0.6570000000000005,0.0001787401,0.096363473
0.3419999999999994,0.6580000000000005,0.00097093377,0.059049861
0.3409999999999994,0.6590000000000005,0.0009507015,0.059698265
0.3399999999999994,0.6600000000000005,0.0001691401,0.099162146
0.3389999999999994,0.6610000000000005,0.00016602133,0.10011529
0.3379999999999994,0.6620000000000005,0.00016294345,0.10107858
0.3369999999999994,0.6630000000000005,0.00015990654,0.102052
0.3359999999999994,0.6640000000000005,0.0008534441,0.063087587
0.3349999999999994,0.6650000000000005,0.00083479208,0.063795379
0.3339999999999994,0.6660000000000005,0.00081641117,0.064513311
0.3329999999999994,0.6670000000000005,0.00014816948,0.10604722
0.3319999999999994,0.6680000000000005,0.00078046775,0.065979888
0.3309999999999994,0.6690000000000005,0.00014254691,0.10810589
0.3299999999999994,0.6700000000000005,0.00013979682,0.10915054
0.3289999999999994,0.6710000000000005,0.00013708736,0.11020541
0.3279999999999994,0.6720000000000005,0.00013441834,0.11127052
0.3269999999999994,0.6730000000000005,0.00069541406,0.06982908
0.3259999999999994,0.6740000000000005,0.00012920096,0.11343153
0.3249999999999994,0.6750000000000005,0.00066331541,0.071443543
0.3239999999999994,0.6760000000000005,0.00012414293,0.11563371
0.3229999999999994,0.6770000000000005,0.00063230884,0.073101745
0.3219999999999994,0.6780000000000005,0.00011924226,0.11787721
0.3209999999999994,0.6790000000000005,0.00060238574,0.074804383
0.3199999999999994,0.6800000000000005,0.00058782706,0.075672587
0.3189999999999994,0.6810000000000005,0.00011218135,0.1213203
0.3179999999999994,0.6820000000000005,0.00055950732,0.077443221
0.3169999999999994,0.6830000000000005,0.00010766386,0.12366785
0.3159999999999994,0.6840000000000005,0.00010546105,0.12485734
0.3149999999999994,0.6850000000000005,0.00010329508,0.12605733
0.3139999999999994,0.6860000000000005,0.00010116557,0.12726785
0.3129999999999994,0.6870000000000005,0.00049326972,0.082073798
0.3119999999999994,0.6880000000000005,9.7014493e-05,0.12972059
0.3109999999999994,0.6890000000000005,9.4992176e-05,0.13096285
0.3099999999999994,0.6900000000000005,9.3004832e-05,0.13221574
0.3089999999999994,0.6910000000000005,0.0004448217,0.085994416
0.3079999999999994,0.6920000000000005,8.9133503e-05,0.1347535
0.3069999999999994,0.6930000000000005,8.724873e-05,0.13603843
0.3059999999999994,0.6940000000000005,0.00041102699,0.089065122
0.3049999999999994,0.6950000000000005,8.3578977e-05,0.13864049
0.3039999999999994,0.6960000000000005,8.1793191e-05,0.13995769
0.3029999999999994,0.6970000000000005,8.0039591e-05,0.14128568
0.3019999999999994,0.6980000000000005,7.8317771e-05,0.14262451
0.3009999999999994,0.6990000000000005,7.6627322e-05,0.1439742
0.2999999999999994,0.7000000000000005,0.00034963751,0.095553409
0.2989999999999994,0.7010000000000005,7.3338903e-05,0.14670625
0.2979999999999994,0.7020000000000005,7.1740113e-05,0.14808866
0.2969999999999994,0.7030000000000005,0.00032187916,0.09897665
0.2959999999999994,0.7040000000000005,6.8631328e-05,0.15088639
0.2949999999999994,0.7050000000000005,0.00030440391,0.1013271
0.2939999999999994,0.7060000000000005,6.5638214e-05,0.15372815
0.29299999999999937,0.7070000000000005,0.00028772333,0.1037332
0.29199999999999937,0.7080000000000005,6.2757519e-05,0.15661414
0.29099999999999937,0.7090000000000005,0.00027181197,0.10619581
0.28999999999999937,0.7100000000000005,5.9986016e-05,0.15954455
0.28899999999999937,0.7110000000000005,0.00025664441,0.10871583
0.28799999999999937,0.7120000000000005,5.7320504e-05,0.16251957
0.28699999999999937,0.7130000000000005,5.6026505e-05,0.16402387
0.28599999999999937,0.7140000000000005,5.4757819e-05,0.16553939
0.28499999999999936,0.7150000000000005,0.00022843949,0.11393162
0.28399999999999936,0.7160000000000005,0.00022181377,0.11527283
0.28299999999999936,0.7170000000000005,5.1099767e-05,0.17015347
0.28199999999999936,0.7180000000000005,4.9928472e-05,0.17171408
0.28099999999999936,0.7190000000000005,0.00020290833,0.1193877
0.27999999999999936,0.7200000000000005,0.00019692027,0.12079011
0.27899999999999936,0.7210000000000005,0.00019108405,0.1222081
0.27799999999999936,0.7220000000000005,4.5473519e-05,0.17806995
0.27699999999999936,0.7230000000000005,0.00017985529,0.12509127
0.27599999999999936,0.7240000000000005,0.00017445688,0.12655668
0.27499999999999936,0.7250000000000005,0.00016919858,0.12803812
0.27399999999999936,0.7260000000000005,0.00016407753,0.1295357
0.27299999999999935,0.7270000000000005,4.039538e-05,0.18627133
0.27199999999999935,0.7280000000000005,3.9441594e-05,0.18794597
0.27099999999999935,0.7290000000000005,0.0001495097,0.13412643
0.26999999999999935,0.7300000000000005,0.00014490964,0.13568971
0.26899999999999935,0.7310000000000005,3.6697715e-05,0.19303887
0.26799999999999935,0.7320000000000005,0.00013607709,0.1388665
0.26699999999999935,0.7330000000000005,0.00013183929,0.14048023
0.26599999999999935,0.7340000000000005,3.4123055e-05,0.19823548
0.26499999999999935,0.7350000000000005,3.330092e-05,0.19999078
0.26399999999999935,0.7360000000000005,0.00011980878,0.14542411
0.26299999999999935,0.7370000000000005,0.00011601781,0.14710666
0.26199999999999934,0.7380000000000005,0.00011233233,0.14880669
0.26099999999999934,0.7390000000000005,0.00010874991,0.15052432
0.25999999999999934,0.7400000000000005,2.9446752e-05,0.20894075
0.25899999999999934,0.7410000000000005,0.00010188478,0.15401277
0.25799999999999934,0.7420000000000005,9.8597434e-05,0.15578382
0.25699999999999934,0.7430000000000005,9.5403855e-05,0.15757289
0.25599999999999934,0.7440000000000005,2.6653155e-05,0.21630915
0.25499999999999934,0.7450000000000006,8.9289122e-05,0.16120552
0.25399999999999934,0.7460000000000006,8.636362e-05,0.16304929
0.25299999999999934,0.7470000000000006,2.4714856e-05,0.22195703
0.25199999999999934,0.7480000000000006,2.4097171e-05,0.2238628
0.25099999999999933,0.7490000000000006,7.8089248e-05,0.16869168
0.24999999999999933,0.7500000000000006,2.2902824e-05,0.22770902
0.24899999999999933,0.7510000000000006,2.2325644e-05,0.22964944
0.24799999999999933,0.7520000000000006,7.0525524e-05,0.17450285
0.24699999999999933,0.7530000000000006,6.8153089e-05,0.17647788
0.24599999999999933,0.7540000000000006,6.5851923e-05,0.17847207
0.24499999999999933,0.7550000000000006,6.3620199e-05,0.1804855
0.24399999999999933,0.7560000000000006,1.9629633e-05,0.23952429
0.24299999999999933,0.7570000000000006,5.935795e-05,0.18457051
0.24199999999999933,0.7580000000000006,5.7323947e-05,0.18664226
0.24099999999999933,0.7590000000000006,5.5352434e-05,0.18873365
0.23999999999999932,0.7600000000000006,1.7686293e-05,0.24763047
0.23899999999999932,0.7610000000000006,1.722819e-05,0.2496855
0.23799999999999932,0.7620000000000006,4.9796476e-05,0.19512649
0.23699999999999932,0.7630000000000006,4.8058737e-05,0.19729729
0.23599999999999932,0.7640000000000006,4.6375564e-05,0.19948817
0.23499999999999932,0.7650000000000006,4.4745473e-05,0.2016992
0.23399999999999932,0.7660000000000006,4.3167009e-05,0.20393048
0.23299999999999932,0.7670000000000006,4.1638752e-05,0.20618208
0.23199999999999932,0.7680000000000006,4.0159312e-05,0.20845408
0.23099999999999932,0.7690000000000006,1.3929304e-05,0.2665317
0.22999999999999932,0.7700000000000006,1.3559651e-05,0.26868772
0.22899999999999932,0.7710000000000006,3.6000451e-05,0.21539328
0.22799999999999931,0.7720000000000006,3.470299e-05,0.21774767
0.2269999999999993,0.7730000000000006,1.2503039e-05,0.27522186
0.2259999999999993,0.7740000000000006,3.2233824e-05,0.22251884
0.2249999999999993,0.7750000000000006,3.1059727e-05,0.22493577
0.2239999999999993,0.7760000000000006,2.9924405e-05,0.22737368
0.2229999999999993,0.7770000000000006,2.8826732e-05,0.22983264
0.2219999999999993,0.7780000000000006,2.7765608e-05,0.2323127
0.2209999999999993,0.7790000000000006,2.673996e-05,0.23481394
0.2199999999999993,0.7800000000000006,2.574874e-05,0.23733639
0.2189999999999993,0.7810000000000006,2.4790928e-05,0.23988013
0.2179999999999993,0.7820000000000006,9.7633259e-06,0.29540744
0.2169999999999993,0.7830000000000006,2.2971569e-05,0.24503166
0.2159999999999993,0.7840000000000006,2.2108104e-05,0.24763954
0.2149999999999993,0.7850000000000006,2.1274211e-05,0.25026891
0.2139999999999993,0.7860000000000006,8.730224e-06,0.30465161
0.2129999999999993,0.7870000000000006,1.9691564e-05,0.25559224
0.2119999999999993,0.7880000000000006,1.8941081e-05,0.25828629
0.2109999999999993,0.7890000000000006,1.8216709e-05,0.26100197
0.2099999999999993,0.7900000000000006,1.7517639e-05,0.26373933
0.2089999999999993,0.7910000000000006,1.6843082e-05,0.26649838
0.2079999999999993,0.7920000000000006,7.3655311e-06,0.31881947
0.2069999999999993,0.7930000000000006,1.5564462e-05,0.2720817
0.2059999999999993,0.7940000000000006,6.9556837e-06,0.32361991
0.2049999999999993,0.7950000000000006,1.4374953e-05,0.2777521
0.2039999999999993,0.7960000000000006,1.3811859e-05,0.28062
0.2029999999999993,0.7970000000000006,6.3797287e-06,0.33089105
0.2019999999999993,0.7980000000000006,6.1976254e-06,0.33333316
0.2009999999999993,0.7990000000000006,6.0202742e-06,0.3357843
0.1999999999999993,0.8000000000000006,1.1755164e-05,0.29230991
0.1989999999999993,0.8010000000000006,1.1286791e-05,0.29528698
0.1979999999999993,0.8020000000000006,1.0835552e-05,0.29828589
0.1969999999999993,0.8030000000000006,1.0400882e-05,0.30130662
0.19599999999999929,0.8040000000000006,9.9822334e-06,0.30434917
0.19499999999999929,0.8050000000000006,9.5790743e-06,0.30741353
0.19399999999999928,0.8060000000000006,4.9028962e-06,0.3531859
0.19299999999999928,0.8070000000000006,8.8171718e-06,0.31360759
0.19199999999999928,0.8080000000000006,8.4574395e-06,0.31673725
0.19099999999999928,0.8090000000000006,8.1112179e-06,0.31988861
0.18999999999999928,0.8100000000000006,7.7780483e-06,0.32306166
0.18899999999999928,0.8110000000000006,7.4574856e-06,0.32625635
0.18799999999999928,0.8120000000000006,7.1490978e-06,0.32947265
0.18699999999999928,0.8130000000000006,6.8524663e-06,0.33271051
0.18599999999999928,0.8140000000000006,6.5671848e-06,0.33596988
0.18499999999999928,0.8150000000000006,6.2928594e-06,0.33925071
0.18399999999999928,0.8160000000000006,6.0291084e-06,0.34255295
0.18299999999999927,0.8170000000000006,5.7755618e-06,0.34587653
0.18199999999999927,0.8180000000000006,5.5318609e-06,0.34922139
0.18099999999999927,0.8190000000000006,5.2976583e-06,0.35258746
0.17999999999999927,0.8200000000000006,5.0726172e-06,0.35597467
0.17899999999999927,0.8210000000000006,4.8564118e-06,0.35938294
0.17799999999999927,0.8220000000000006,4.6487261e-06,0.36281218
0.17699999999999927,0.8230000000000006,4.4492544e-06,0.36626232
0.17599999999999927,0.8240000000000006,4.2577008e-06,0.36973326
0.17499999999999927,0.8250000000000006,4.0737786e-06,0.3732249
0.17399999999999927,0.8260000000000006,3.8972105e-06,0.37673714
0.17299999999999927,0.8270000000000006,3.7277283e-06,0.38026989
0.17199999999999926,0.8280000000000006,3.5650722e-06,0.38382302
0.17099999999999926,0.8290000000000006,3.4089912e-06,0.38739643
0.16999999999999926,0.8300000000000006,3.2592424e-06,0.39098999
0.16899999999999926,0.8310000000000006,3.115591e-06,0.39460358
0.16799999999999926,0.8320000000000006,2.9778098e-06,0.39823708
0.16699999999999926,0.8330000000000006,2.8456793e-06,0.40189033
0.16599999999999926,0.8340000000000006,2.7189874e-06,0.40556322
0.16499999999999926,0.8350000000000006,2.5975291e-06,0.40925559
0.16399999999999926,0.8360000000000006,2.4811063e-06,0.41296728
0.16299999999999926,0.8370000000000006,2.3695276e-06,0.41669816
0.16199999999999926,0.8380000000000006,2.2626082e-06,0.42044805
0.16099999999999925,0.8390000000000006,2.1601697e-06,0.42421679
0.15999999999999925,0.8400000000000006,2.0620396e-06,0.42800421
0.15899999999999925,0.8410000000000006,1.9680517e-06,0.43181014
0.15799999999999925,0.8420000000000006,1.8780453e-06,0.43563438
0.15699999999999925,0.8430000000000006,1.7918655e-06,0.43947676
0.15599999999999925,0.8440000000000006,1.7093628e-06,0.44333708
0.15499999999999925,0.8450000000000006,1.6303928e-06,0.44721515
0.15399999999999925,0.8460000000000006,1.5548165e-06,0.45111075
0.15299999999999925,0.8470000000000006,1.4824996e-06,0.45502368
0.15199999999999925,0.8480000000000006,1.4133129e-06,0.45895373
0.15099999999999925,0.8490000000000006,1.3471314e-06,0.46290066
0.14999999999999925,0.8500000000000006,1.283835e-06,0.46686427
0.14899999999999924,0.8510000000000006,1.2233079e-06,0.47084431
0.14799999999999924,0.8520000000000006,1.1654382e-06,0.47484054
0.14699999999999924,0.8530000000000006,1.1101185e-06,0.47885273
0.14599999999999924,0.8540000000000006,1.0572451e-06,0.48288061
0.14499999999999924,0.8550000000000006,1.0067182e-06,0.48692394
0.14399999999999924,0.8560000000000006,9.5844175e-07,0.49098245
0.14299999999999924,0.8570000000000007,9.1232315e-07,0.49505588
0.14199999999999924,0.8580000000000007,8.6827335e-07,0.49914395
0.14099999999999924,0.8590000000000007,8.2620664e-07,0.50324638
0.13999999999999924,0.8600000000000007,7.8604051e-07,0.50736289
0.13899999999999924,0.8610000000000007,7.4769561e-07,0.51149318
0.13799999999999923,0.8620000000000007,7.1109559e-07,0.51563696
0.13699999999999923,0.8630000000000007,6.7616703e-07,0.51979391
0.13599999999999923,0.8640000000000007,6.428393e-07,0.52396374
0.13499999999999923,0.8650000000000007,6.1104454e-07,0.52814612
0.13399999999999923,0.8660000000000007,5.8071747e-07,0.53234074
0.13299999999999923,0.8670000000000007,5.5179539e-07,0.53654726
0.13199999999999923,0.8680000000000007,5.2421801e-07,0.54076534
0.13099999999999923,0.8690000000000007,4.9792744e-07,0.54499466
0.12999999999999923,0.8700000000000007,4.7286803e-07,0.54923485
0.12899999999999923,0.8710000000000007,4.4898638e-07,0.55348558
0.12799999999999923,0.8720000000000007,4.2623116e-07,0.55774647
0.12699999999999922,0.8730000000000007,4.0455314e-07,0.56201716
0.12599999999999922,0.8740000000000007,3.8390501e-07,0.56629728
0.12499999999999922,0.8750000000000007,3.6424141e-07,0.57058646
0.12399999999999922,0.8760000000000007,3.4551877e-07,0.5748843
0.12299999999999922,0.8770000000000007,3.2769533e-07,0.57919042
0.12199999999999922,0.8780000000000007,3.10731e-07,0.58350441
0.12099999999999922,0.8790000000000007,2.9458735e-07,0.58782589
0.11999999999999922,0.8800000000000007,2.792275e-07,0.59215444
0.11899999999999922,0.8810000000000007,2.6461613e-07,0.59648963
0.11799999999999922,0.8820000000000007,2.5071936e-07,0.60083107
0.11699999999999922,0.8830000000000007,2.3750472e-07,0.6051783
0.11599999999999921,0.8840000000000007,2.2494111e-07,0.60953091
0.11499999999999921,0.8850000000000007,2.1299872e-07,0.61388845
