XAl,XFe,a-Al(A1),a-Fe-alpha(A2)
0.7409999999999998,0.2590000000000002,0.15821129,5.88933e-05
0.7399999999999998,0.2600000000000002,0.15821129,5.88933e-05
0.7389999999999998,0.2610000000000002,0.15821129,5.88933e-05
0.7379999999999998,0.2620000000000002,0.15821129,5.88933e-05
0.7369999999999998,0.2630000000000002,0.15821129,5.88933e-05
0.7359999999999998,0.2640000000000002,0.15821129,5.88933e-05
0.7349999999999998,0.2650000000000002,0.15821129,5.88933e-05
0.7339999999999998,0.2660000000000002,0.1572098,5.99346e-05
0.7329999999999998,0.2670000000000002,0.14396847,7.63577e-05
0.7319999999999998,0.2680000000000002,0.13228238,9.62786e-05
0.7309999999999998,0.2690000000000002,0.12190375,0.000120284
0.7299999999999998,0.2700000000000002,0.11263444,0.000149041
0.7289999999999998,0.2710000000000002,0.1043141,0.00018331
0.7279999999999998,0.2720000000000002,0.096811596,0.000223958
0.7269999999999998,0.2730000000000002,0.090018655,0.000271968
0.7259999999999998,0.2740000000000002,0.083845099,0.000328457
0.7249999999999998,0.2750000000000002,0.078215222,0.000394695
0.7239999999999998,0.2760000000000002,0.073065009,0.000472124
0.7229999999999998,0.2770000000000002,0.068339967,0.00056238
0.7219999999999998,0.2780000000000002,0.063993425,0.000667322
0.7209999999999998,0.2790000000000002,0.059985182,0.000789063
0.7199999999999998,0.2800000000000002,0.056280429,0.00093
0.7189999999999998,0.2810000000000002,0.052848878,0.001092862
0.7179999999999997,0.2820000000000002,0.049664054,0.001280749
0.7169999999999997,0.2830000000000002,0.046702718,0.001497193
0.7159999999999997,0.2840000000000002,0.043944388,0.001746215
0.7149999999999997,0.2850000000000002,0.041370945,0.002032401
0.7139999999999997,0.2860000000000002,0.038966306,0.002360987
0.7129999999999997,0.2870000000000002,0.036716145,0.002737955
0.7119999999999997,0.2880000000000002,0.034607663,0.003170152
0.7109999999999997,0.2890000000000002,0.032629392,0.003665427
0.7099999999999997,0.2900000000000002,0.030771026,0.00423279
0.7089999999999997,0.2910000000000002,0.029023282,0.004882601
0.7079999999999997,0.2920000000000002,0.027377774,0.005626799
0.7069999999999997,0.2930000000000002,0.02582691,0.00647917
0.7059999999999997,0.2940000000000002,0.024363803,0.007455664
0.7049999999999997,0.2950000000000002,0.022982189,0.008574787
0.7039999999999997,0.2960000000000002,0.022749,0.008786251
0.7029999999999997,0.2970000000000002,0.022749,0.008786251
0.7019999999999997,0.2980000000000002,0.022749,0.008786251
0.7009999999999997,0.2990000000000002,0.022749,0.008786251
0.6999999999999997,0.3000000000000002,0.022749,0.008786251
0.6989999999999997,0.3010000000000002,0.022749,0.008786251
0.6979999999999997,0.3020000000000002,0.022749,0.008786251
0.6969999999999997,0.3030000000000002,0.022749,0.008786251
0.6959999999999997,0.3040000000000002,0.022749,0.008786251
0.6949999999999997,0.3050000000000002,0.022749,0.008786251
0.6939999999999997,0.3060000000000002,0.022749,0.008786251
0.6929999999999997,0.3070000000000002,0.022749,0.008786251
0.6919999999999997,0.3080000000000002,0.022749,0.008786251
0.6909999999999997,0.3090000000000002,0.022749,0.008786251
0.6899999999999997,0.3100000000000002,0.022749,0.008786251
0.6889999999999997,0.3110000000000002,0.022749,0.008786251
0.6879999999999997,0.3120000000000002,0.022749,0.008786251
0.6869999999999997,0.3130000000000002,0.022749,0.008786251
0.6859999999999997,0.3140000000000002,0.022749,0.008786251
0.6849999999999997,0.3150000000000002,0.022749,0.008786251
0.6839999999999997,0.3160000000000002,0.022749,0.008786251
0.6829999999999997,0.3170000000000002,0.022749,0.008786251
0.6819999999999997,0.3180000000000002,0.022749,0.008786251
0.6809999999999997,0.31900000000000023,0.022749,0.008786251
0.6799999999999997,0.32000000000000023,0.022749,0.008786251
