a-Al(650K),a-Fe(650K),a-Al(700K),a-Fe(700K),a-Al(750K),a-Fe(750K),a-Al(800K),a-Fe(800K)
0.0090838440501822,0.1544287727530964,0.0134525499688361,0.1618909517427631,0.0189060832320301,0.1686492256866335,0.0254638400814657,0.1747937520983958
0.0090838440501822,0.1544287727530964,0.0134525499688361,0.1618909517427631,0.0189060832320301,0.1686492256866335,0.0254638400814657,0.1747937520983958
0.0090838440501822,0.1544287727530964,0.0134525499688361,0.1618909517427631,0.0189060832320301,0.1686492256866335,0.0254638400814657,0.1747937520983958
0.0090838440501822,0.1573989867483249,0.0135856710702839,0.1638115041295758,0.0192568093654842,0.1695799625737896,0.0261306168672749,0.1747937520983958
0.0090838440501822,0.1604263285120397,0.013855878249732,0.1678446711685113,0.01997790125791,0.1745508155438276,0.0275170067578375,0.180638124886981
0.0090838440501822,0.1604263285120397,0.0141314596149268,0.1678446711685113,0.0207259952100983,0.1745508155438276,0.0289769531564006,0.180638124886981
0.0090838440501822,0.1604263285120397,0.0144125220537479,0.1678446711685113,0.0215021023431546,0.1745508155438276,0.0305143586879803,0.180638124886981
0.0090838440501822,0.1635118968142073,0.0146991745799815,0.1698358540008829,0.0223072716406994,0.175514121969033,0.0321333330358458,0.180638124886981
0.0095548472638185,0.1666568115580441,0.015468084351291,0.1740173452339037,0.0234830377693372,0.1806589213971715,0.0338382039272319,0.1866779090840517
0.0103075361906071,0.1666568115580441,0.0166975175010085,0.1740173452339037,0.0253638985715601,0.1806589213971715,0.0365666012337416,0.1866779090840517
0.0111195186471474,0.1666568115580441,0.0178480511280673,0.1740173452339037,0.0268964506902836,0.1806589213971715,0.0385066842612565,0.1866779090840517
0.0119954655174465,0.1666568115580441,0.0190778616672128,0.1740173452339037,0.0285216035576649,0.1806589213971715,0.0405497006221045,0.1866779090840517
0.0126174381951553,0.1698622141864862,0.0202744817029157,0.1771882951582166,0.030581904332875,0.183792666381428,0.0438192504538582,0.1897731138056485
0.013959804779669,0.1731292680964713,0.022013239824503,0.1804170262388216,0.0326674049257046,0.1869807699190867,0.0461441311158736,0.1929196384306857
0.0146836297238927,0.1731292680964713,0.0231647463330583,0.1804170262388216,0.0343892303842722,0.1869807699190867,0.048592360991685,0.1929196384306857
0.0158403416202817,0.1731292680964713,0.0247609009480698,0.1804170262388216,0.0364671163109168,0.1869807699190867,0.0511704845155044,0.1929196384306857
0.0170881742025233,0.1764591590611944,0.0267289450672428,0.1837045913658943,0.0393879296363917,0.1902241749242466,0.0552963953476852,0.1961183338665265
0.0189061814465472,0.1798530956604815,0.0290212438790266,0.18705206261541,0.0420739478029819,0.1935238406669787,0.0582302091142706,0.1993700651289659
0.0198864792334447,0.1798530956604815,0.0308415423219254,0.18705206261541,0.0451132224741755,0.1935238406669787,0.0629253503234949,0.1993700651289659
0.0220021975586473,0.1798530956604815,0.033486541241272,0.18705206261541,0.0481896709252032,0.1935238406669787,0.0662639270586604,0.1993700651289659
0.0231430257917097,0.1798530956604815,0.0355869163710782,0.18822754173336,0.0516707240210987,0.1958001662769029,0.0716068323882222,0.2026757115761545
0.0256052074173948,0.1868380567555678,0.0386388829154835,0.1939311098186731,0.0551943543485307,0.2002958749325118,0.0754060151255641,0.2060361671464012
0.028329340026172,0.1868380567555678,0.0423677350946336,0.1939311098186731,0.0600520079512901,0.2002958749325118,0.0814860532093127,0.2060361671464012
0.0297982347054301,0.1868380567555678,0.0450251650291802,0.1939311098186731,0.0643899547390582,0.2002958749325118,0.0880563288827056,0.2060361671464012
0.0329684626017256,0.1868380567555678,0.0488865644236237,0.1951498184857965,0.0687809595410786,0.2026518566456674,0.0927282585498514,0.2094523405999198
0.0364759703742891,0.1904316164343969,0.0536043709057863,0.1987058450492713,0.0748343698918217,0.2061670953861748,0.100205000855939,0.2129251557645815
0.0403566411579158,0.1940942930339944,0.0587774701307615,0.201063141617577,0.0814205407204493,0.2073048849005498,0.1082845979593218,0.2129251557645815
0.043535760204326,0.1940942930339944,0.06282750067541,0.201063141617577,0.0863401796251978,0.2073048849005498,0.1140297616757764,0.2129251557645815
0.0469653162945849,0.1940942930339944,0.067821151491505,0.2023266696485233,0.0932555481183648,0.2097433101453938,0.1232240586097149,0.2164555517857443
0.051961946375101,0.1978274159183242,0.0743662436227844,0.2060134730355425,0.101462966334256,0.2133815586252707,0.1331596979341585,0.2200444833802236
0.0574901668744897,0.2016323400197412,0.0815429710192408,0.2084574618014044,0.1103927192007899,0.214559163128599,0.14389645458828,0.2200444833802236
0.0636065335851317,0.2016323400197412,0.0894122897530289,0.2084574618014044,0.1201083793706312,0.214559163128599,0.1554989232050912,0.2200444833802236
0.0703736192582133,0.2016323400197412,0.097080369620907,0.2084574618014044,0.1282990431584319,0.214559163128599,0.1637490971761046,0.2200444833802236
0.0778606537467032,0.2016323400197412,0.1054060710419583,0.2110856854753132,0.1370482605928333,0.2196363562932573,0.1724369936029971,0.2274018515670556
0.0861442322530034,0.2055104463307642,0.1122139543064136,0.2135898471514136,0.1411101024286226,0.2208484796085613,0.1724369936029971,0.2274018515670556
0.0953090989269229,0.2094631424053049,0.1194615397064702,0.2161237163166121,0.1452923292954048,0.2220672923579656,0.1724369936029971,0.2274018515670556
0.0977487929839675,0.2094631424053049,0.1213454281206235,0.2161237163166121,0.1463571119956441,0.2220672923579656,0.1724369936029971,0.2274018515670556
0.0977487929839675,0.2094631424053049,0.1213454281206235,0.2174818885381409,0.1463571119956441,0.224679360529922,0.1724369936029971,0.231172277795439
0.0977487929839675,0.2094631424053049,0.1213454281206235,0.2188485958330749,0.1463571119956441,0.2273221531731072,0.1724369936029971,0.2350052194072535
0.0977487929839675,0.2175980699425956,0.1213454281206235,0.2240719058500434,0.1463571119956441,0.2298381556682394,0.1724369936029971,0.2350052194072535
0.0977487929839675,0.2175980699425956,0.1213454281206235,0.2240719058500434,0.1463571119956441,0.2298381556682394,0.1724369936029971,0.2350052194072535
0.0977487929839675,0.2175980699425956,0.1213454281206235,0.2254800263623924,0.1463571119956441,0.2325416286774673,0.1724369936029971,0.2389017129360176
0.0977487929839675,0.2175980699425956,0.1213454281206235,0.2268969958349438,0.1463571119956441,0.2352769013080003,0.1724369936029971,0.2428628121014484
0.0977487929839675,0.2217832539672822,0.1213454281206235,0.2295887309950649,0.1463571119956441,0.2365753412495513,0.1724369936029971,0.2428628121014484
0.0977487929839675,0.2260489339509868,0.1213454281206235,0.2323123988749012,0.1463571119956441,0.2378809469871172,0.1724369936029971,0.2428628121014484
0.0977487929839675,0.2260489339509868,0.1213454281206235,0.233772304581901,0.1463571119956441,0.2406790233888336,0.1724369936029971,0.2468895880944144
0.0977487929839675,0.2260489339509868,0.1213454281206235,0.2352413846794355,0.1463571119956441,0.2435100121849598,0.1724369936029971,0.2509831298666169
0.0977487929839675,0.2260489339509868,0.1213454281206235,0.2352413846794355,0.1463571119956441,0.2435100121849598,0.1724369936029971,0.2509831298666169
0.0977487929839675,0.2303966581170077,0.1213454281206235,0.238032111387504,0.1463571119956441,0.2448538888011115,0.1724369936029971,0.2509831298666169
0.0977487929839675,0.2348280044664798,0.1213454281206235,0.2408559451764959,0.1463571119956441,0.2462051819679965,0.1724369936029971,0.2509831298666169
0.0977487929839675,0.2348280044664798,0.1213454281206235,0.2438926476847399,0.1463571119956441,0.2520312266298229,0.1724369936029971,0.2593749571314764
0.0977487929839675,0.2348280044664798,0.1213454281206235,0.2438926476847399,0.1463571119956441,0.2520312266298229,0.1724369936029971,0.2593749571314764
0.0977487929839675,0.2348280044664798,0.1213454281206235,0.2438926476847399,0.1463571119956441,0.2520312266298229,0.1724369936029971,0.2593749571314764
0.1002509376061619,0.2393445813511067,0.1257105399259166,0.2467860064647989,0.1529503612720609,0.2534221298989281,0.1815858363534186,0.2593749571314764
0.1137558242754162,0.2439480280569079,0.1428008034772834,0.2512829493843062,0.1739081996343325,0.2578180397290574,0.206638286175412,0.2636755120065363
0.1357728454289684,0.2439480280569079,0.1657309994548477,0.2528620704887093,0.196992247509208,0.2608506263318916,0.2291468268520921,0.2680473720393412
0.1661993180622039,0.2439480280569079,0.1992622919006207,0.2528620704887093,0.233192665774852,0.2608506263318916,0.2675891082974831,0.2680473720393412
0.213993033239156,0.2439480280569079,0.2496396673633779,0.2528620704887093,0.2853025769467796,0.2608506263318916,0.3206629481438462,0.2680473720393412
0.2825836768017396,0.2486400153991979,0.3145726043978198,0.2574697316514511,0.345211202634773,0.2653753923140299,0.3744582176267237,0.2724917195018699
0.3731595051767254,0.2534222463290084,0.4082795668791908,0.2621613537710485,0.441379708993628,0.2699786457718588,0.4725363722248178,0.277009756268708
0.5591484740605911,0.2534222463290084,0.6139122724903824,0.2621613537710485,0.6656944410942484,0.2699786457718588,0.7145744251066338,0.277009756268708
0.816926040282537,0.2534222463290084,0.8651218223429616,0.2621613537710485,0.9091855484814372,0.2699786457718588,0.9495785019299772,0.277009756268708
0.999997830002356,0.2582964565511678,0.9999832203045907,0.2652714387282059,0.9999705587391802,0.2714685967831445,0.9999594800009566,0.277009756268708
0.999997830002356,0.2632644151542762,0.9999832203045907,0.2718026285169483,0.9999705587391802,0.2794260845671415,0.9999594800009566,0.2862718051822081
0.999997830002356,0.2632644151542762,0.9999832203045907,0.2718026285169483,0.9999705587391802,0.2794260845671415,0.9999594800009566,0.2862718051822081
0.999997830002356,0.2632644151542762,0.9999832203045907,0.2718026285169483,0.9999705587391802,0.2794260845671415,0.9999594800009566,0.2862718051822081
0.999997830002356,0.2632644151542762,0.9999832203045907,0.2718026285169483,0.9999705587391802,0.2794260845671415,0.9999594800009566,0.2862718051822081
0.999997830002356,0.2683279252527922,0.9999832203045907,0.2767554251658414,0.9999705587391802,0.2842730640808607,0.9999594800009566,0.2910183220432961
0.999997830002356,0.2734888246414749,0.9999832203045907,0.2817984718420402,0.9999705587391802,0.2892041202492085,0.9999594800009566,0.2958435383148904
0.999997830002356,0.2734888246414749,0.9999832203045907,0.2817984718420402,0.9999705587391802,0.2892041202492085,0.9999594800009566,0.2958435383148904
0.999997830002356,0.2734888246414749,0.9999832203045907,0.2817984718420402,0.9999705587391802,0.2892041202492085,0.9999594800009566,0.2958435383148904
0.999997830002356,0.2734888246414749,0.9999832203045907,0.2835693596605916,0.9999705587391802,0.2926058858567427,0.9999594800009566,0.3007487588690479
0.999997830002356,0.2734888246414749,0.9999832203045907,0.2853513761543462,0.9999705587391802,0.2960476647574439,0.9999594800009566,0.3057353102131966
0.999997830002356,0.2841103198848361,0.9999832203045907,0.2921619233993455,0.9999705587391802,0.2993243214880383,0.9999594800009566,0.3057353102131966
0.999997830002356,0.2841103198848361,0.9999832203045907,0.2921619233993455,0.9999705587391802,0.2993243214880383,0.9999594800009566,0.3057353102131966
0.999997830002356,0.2841103198848361,0.9999832203045907,0.2921619233993455,0.9999705587391802,0.2993243214880383,0.9999594800009566,0.3057353102131966
0.999997830002356,0.2841103198848361,0.9999832203045907,0.2939979375828519,0.9999705587391802,0.3028451260376385,0.9999594800009566,0.310804540848862
0.999997830002356,0.2841103198848361,0.9999832203045907,0.2958454897109434,0.9999705587391802,0.3064073440768438,0.9999594800009566,0.315957821636339
0.999997830002356,0.2895747707981373,0.9999832203045907,0.2993551779008979,0.9999705587391802,0.3080983368250568,0.9999594800009566,0.315957821636339
0.999997830002356,0.2951443225180405,0.9999832203045907,0.302906502389593,0.9999705587391802,0.3097986617793338,0.9999594800009566,0.315957821636339
0.999997830002356,0.2951443225180405,0.9999832203045907,0.3048100380324063,0.9999705587391802,0.3134426708342285,0.9999594800009566,0.3211965461654095
0.999997830002356,0.2951443225180405,0.9999832203045907,0.3067255359405225,0.9999705587391802,0.3171295425726351,0.9999594800009566,0.3265221311322105
0.999997830002356,0.2951443225180405,0.9999832203045907,0.3067255359405225,0.9999705587391802,0.3171295425726351,0.9999594800009566,0.3265221311322105
0.999997830002356,0.3008209965064878,0.9999832203045907,0.3103642968089066,0.9999705587391802,0.3188797087063817,0.9999594800009566,0.3265221311322105
0.999997830002356,0.3066068531053142,0.9999832203045907,0.3140462251971278,0.9999705587391802,0.3206395336107078,0.9999594800009566,0.3265221311322105
0.999997830002356,0.3066068531053142,0.9999832203045907,0.3160197654758536,0.9999705587391802,0.324411058500854,0.9999594800009566,0.3319360167223438
0.999997830002356,0.3066068531053142,0.9999832203045907,0.3180057079454648,0.9999705587391802,0.3282269459804688,0.9999594800009566,0.337439667000345
0.999997830002356,0.3066068531053142,0.9999832203045907,0.3180057079454648,0.9999705587391802,0.3282269459804688,0.9999594800009566,0.337439667000345
0.999997830002356,0.31250399228405,0.9999832203045907,0.3217782882832788,0.9999705587391802,0.3300383561706957,0.9999594800009566,0.337439667000345
0.999997830002356,0.3185145544020999,0.9999832203045907,0.3276417430871995,0.9999705587391802,0.3357632660465182,0.9999594800009566,0.3430345703056057
0.999997830002356,0.3185145544020999,0.9999832203045907,0.3297007207952379,0.9999705587391802,0.3397126839515126,0.9999594800009566,0.3487222396548637
0.999997830002356,0.3185145544020999,0.9999832203045907,0.3297007207952379,0.9999705587391802,0.3397126839515126,0.9999594800009566,0.3487222396548637
0.999997830002356,0.3185145544020999,0.9999832203045907,0.3297007207952379,0.9999705587391802,0.3397126839515126,0.9999594800009566,0.3487222396548637
0.999997830002356,0.3246407209855881,0.9999832203045907,0.3336120419619906,0.9999705587391802,0.3415874813287387,0.9999594800009566,0.3487222396548637
0.999997830002356,0.3308847155191336,0.9999832203045907,0.3418258307223256,0.9999705587391802,0.3516003455865191,0.9999594800009566,0.3603820544007948
0.999997830002356,0.3308847155191336,0.9999832203045907,0.3418258307223256,0.9999705587391802,0.3516003455865191,0.9999594800009566,0.3603820544007948
0.999997830002356,0.3308847155191336,0.9999832203045907,0.3418258307223256,0.9999705587391802,0.3516003455865191,0.9999594800009566,0.3603820544007948
0.999997830002356,0.3308847155191336,0.9999832203045907,0.3418258307223256,0.9999705587391802,0.3516003455865191,0.9999594800009566,0.3603820544007948
0.999997830002356,0.3372488042528663,0.9999832203045907,0.3480545925196063,0.9999705587391802,0.3576992739478942,0.9999594800009566,0.3663573529341524
0.999997830002356,0.3437352970249567,0.9999832203045907,0.3543968550240891,0.9999705587391802,0.3639039955134677,0.9999594800009566,0.3724317246375708
0.999997830002356,0.3437352970249567,0.9999832203045907,0.3543968550240891,0.9999705587391802,0.3639039955134677,0.9999594800009566,0.3724317246375708
0.999997830002356,0.3437352970249567,0.9999832203045907,0.3543968550240891,0.9999705587391802,0.3639039955134677,0.9999594800009566,0.3724317246375708
0.999997830002356,0.3437352970249567,0.9999832203045907,0.3566239681428816,0.9999705587391802,0.3681844189573499,0.9999594800009566,0.3786068121893161
0.999997830002356,0.3503465480999744,0.9999832203045907,0.3631223820985184,0.9999705587391802,0.3745710178989681,0.9999594800009566,0.3848842855040058
0.999997830002356,0.3570849570233562,0.9999832203045907,0.3674301926965588,0.9999705587391802,0.3766381905278298,0.9999594800009566,0.3848842855040058
0.999997830002356,0.3570849570233562,0.9999832203045907,0.3674301926965588,0.9999705587391802,0.3766381905278298,0.9999594800009566,0.3848842855040058
0.999997830002356,0.3570849570233562,0.9999832203045907,0.3674301926965588,0.9999705587391802,0.3766381905278298,0.9999594800009566,0.3848842855040058
0.999997830002356,0.3570849570233562,0.9999832203045907,0.3697392103720665,0.9999705587391802,0.3810684000349331,0.9999594800009566,0.3912658421842027
0.999997830002356,0.3570849570233562,0.9999832203045907,0.3720627384572565,0.9999705587391802,0.3855507199141927,0.9999594800009566,0.3977532079794924
0.999997830002356,0.3639529694923284,0.9999832203045907,0.3764766107132157,0.9999705587391802,0.3876784870322021,0.9999594800009566,0.3977532079794924
0.999997830002356,0.3709530782435613,0.9999832203045907,0.3809428458270431,0.9999705587391802,0.3898179968151182,0.9999594800009566,0.3977532079794924
0.999997830002356,0.3709530782435613,0.9999832203045907,0.3833367801902413,0.9999705587391802,0.3944032338913427,0.9999594800009566,0.4043481372531763
0.999997830002356,0.3709530782435613,0.9999832203045907,0.3857457585995427,0.9999705587391802,0.3990424048526546,0.9999594800009566,0.411052413456696
0.999997830002356,0.3709530782435613,0.9999832203045907,0.3857457585995427,0.9999705587391802,0.3990424048526546,0.9999594800009566,0.411052413456696
0.999997830002356,0.3780878239579077,0.9999832203045907,0.39032195590647,0.9999705587391802,0.4012446295247435,0.9999594800009566,0.411052413456696
0.999997830002356,0.3853597961825445,0.9999832203045907,0.3949524417734797,0.9999705587391802,0.4034590077761202,0.9999594800009566,0.411052413456696
0.999997830002356,0.3853597961825445,0.9999832203045907,0.3974344157298035,0.9999705587391802,0.4082046973448581,0.9999594800009566,0.4178678496119306
0.999997830002356,0.3853597961825445,0.9999832203045907,0.3999319869937225,0.9999705587391802,0.4130062081223156,0.9999594800009566,0.4247962888014875
0.999997830002356,0.3853597961825445,0.9999832203045907,0.3999319869937225,0.9999705587391802,0.4130062081223156,0.9999594800009566,0.4247962888014875
0.999997830002356,0.392771634270838,0.9999832203045907,0.4046764790355264,0.9999705587391802,0.4152854958626472,0.9999594800009566,0.4247962888014875
0.999997830002356,0.4003260283402983,0.9999832203045907,0.4120505074626585,0.9999705587391802,0.4224891192964045,0.9999594800009566,0.4318396046671218
0.999997830002356,0.4003260283402983,0.9999832203045907,0.414639929681749,0.9999705587391802,0.4274586506929195,0.9999594800009566,0.4389997019164245
0.999997830002356,0.4003260283402983,0.9999832203045907,0.414639929681749,0.9999705587391802,0.4274586506929195,0.9999594800009566,0.4389997019164245
0.999997830002356,0.4003260283402983,0.9999832203045907,0.414639929681749,0.9999705587391802,0.4274586506929195,0.9999594800009566,0.4389997019164245
0.999997830002356,0.4003260283402983,0.9999832203045907,0.414639929681749,0.9999705587391802,0.4274586506929195,0.9999594800009566,0.4389997019164245
0.999997830002356,0.4080257202489523,0.9999832203045907,0.4221955124420424,0.9999705587391802,0.4348734320512175,0.9999594800009566,0.4462785168379032
0.999997830002356,0.415873504590503,0.9999832203045907,0.429888773285804,0.9999705587391802,0.4424168316571574,0.9999594800009566,0.4536780178246112
0.999997830002356,0.415873504590503,0.9999832203045907,0.429888773285804,0.9999705587391802,0.4424168316571574,0.9999594800009566,0.4536780178246112
0.999997830002356,0.415873504590503,0.9999832203045907,0.429888773285804,0.9999705587391802,0.4424168316571574,0.9999594800009566,0.4536780178246112
0.999997830002356,0.415873504590503,0.9999832203045907,0.429888773285804,0.9999705587391802,0.4424168316571574,0.9999594800009566,0.4536780178246112
0.999997830002356,0.4238722297086154,0.9999832203045907,0.4404729702873359,0.9999705587391802,0.4553852802182946,0.9999594800009566,0.4688471152913265
0.999997830002356,0.4320247987307247,0.9999832203045907,0.4456984100373971,0.9999705587391802,0.4578984484610868,0.9999594800009566,0.4688471152913265
0.999997830002356,0.4320247987307247,0.9999832203045907,0.4456984100373971,0.9999705587391802,0.4578984484610868,0.9999594800009566,0.4688471152913265
0.999997830002356,0.4320247987307247,0.9999832203045907,0.4456984100373971,0.9999705587391802,0.4578984484610868,0.9999594800009566,0.4688471152913265
0.999997830002356,0.4320247987307247,0.9999832203045907,0.4484992835833877,0.9999705587391802,0.4632844823542968,0.9999594800009566,0.4766208139152141
0.999997830002356,0.4403341706217188,0.9999832203045907,0.4566718526305778,0.9999705587391802,0.4713207055954937,0.9999594800009566,0.4845234040014229
0.999997830002356,0.4488033612579033,0.9999832203045907,0.4620894637269255,0.9999705587391802,0.4739218178424798,0.9999594800009566,0.4845234040014229
0.999997830002356,0.4488033612579033,0.9999832203045907,0.4620894637269255,0.9999705587391802,0.4739218178424798,0.9999594800009566,0.4845234040014229
0.999997830002356,0.4488033612579033,0.9999832203045907,0.4620894637269255,0.9999705587391802,0.4739218178424798,0.9999594800009566,0.4845234040014229
0.999997830002356,0.4488033612579033,0.9999832203045907,0.4679154699419866,0.9999705587391802,0.4851364058332522,0.9999594800009566,0.5007238423110517
0.999997830002356,0.4488033612579033,0.9999832203045907,0.4679154699419866,0.9999705587391802,0.4851364058332522,0.9999594800009566,0.5007238423110517
0.999997830002356,0.457435444521591,0.9999832203045907,0.4734664668503973,0.9999705587391802,0.4878137638013841,0.9999594800009566,0.5007238423110517
0.999997830002356,0.4662335534167766,0.9999832203045907,0.4790833166075735,0.9999705587391802,0.4905058975018736,0.9999594800009566,0.5007238423110517
0.999997830002356,0.4662335534167766,0.9999832203045907,0.4820939887517684,0.9999705587391802,0.4962754767560584,0.9999594800009566,0.5090260715814663
0.999997830002356,0.4662335534167766,0.9999832203045907,0.4851235806672132,0.9999705587391802,0.5021129207289751,0.9999594800009566,0.5174659555929462
0.999997830002356,0.4662335534167766,0.9999832203045907,0.4851235806672132,0.9999705587391802,0.5021129207289751,0.9999594800009566,0.5174659555929462
0.999997830002356,0.4752008812062534,0.9999832203045907,0.4908787216477298,0.9999705587391802,0.5048839682386064,0.9999594800009566,0.5174659555929462
0.999997830002356,0.4843406825706023,0.9999832203045907,0.4967021372886112,0.9999705587391802,0.507670308531959,0.9999594800009566,0.5174659555929462
0.999997830002356,0.4843406825706023,0.9999832203045907,0.4998235302423172,0.9999705587391802,0.5136417842980794,0.9999594800009566,0.5260457767237683
0.999997830002356,0.4843406825706023,0.9999832203045907,0.5029645387628584,0.9999705587391802,0.5196834995921488,0.9999594800009566,0.5347678551950797
0.999997830002356,0.4843406825706023,0.9999832203045907,0.5029645387628584,0.9999705587391802,0.5196834995921488,0.9999594800009566,0.5347678551950797
0.999997830002356,0.4936562747894811,0.9999832203045907,0.5089313314403028,0.9999705587391802,0.5225515151477943,0.9999594800009566,0.5347678551950797
0.999997830002356,0.4936562747894811,0.9999832203045907,0.5089313314403028,0.9999705587391802,0.5225515151477943,0.9999594800009566,0.5347678551950797
0.999997830002356,0.5031510389456167,0.9999832203045907,0.5182050952983938,0.9999705587391802,0.5316157959314155,0.9999594800009566,0.5436345496983533
0.999997830002356,0.5031510389456167,0.9999832203045907,0.5214616178933409,0.9999705587391802,0.5378689306705163,0.9999594800009566,0.5526482580332374
0.999997830002356,0.5031510389456167,0.9999832203045907,0.5214616178933409,0.9999705587391802,0.5378689306705163,0.9999594800009566,0.5526482580332374
0.999997830002356,0.5031510389456167,0.9999832203045907,0.5214616178933409,0.9999705587391802,0.5378689306705163,0.9999594800009566,0.5526482580332374
0.999997830002356,0.5128284211519717,0.9999832203045907,0.5276478459937701,0.9999705587391802,0.5408373075023227,0.9999594800009566,0.5526482580332374
0.999997830002356,0.5226919338025033,0.9999832203045907,0.53726266281027,0.9999705587391802,0.5502187772165037,0.9999594800009566,0.5618114177559913
0.999997830002356,0.5226919338025033,0.9999832203045907,0.5406389476379128,0.9999705587391802,0.556690729660825,0.9999594800009566,0.5711265068386666
0.999997830002356,0.5226919338025033,0.9999832203045907,0.5406389476379128,0.9999705587391802,0.556690729660825,0.9999594800009566,0.5711265068386666
0.999997830002356,0.5226919338025033,0.9999832203045907,0.5406389476379128,0.9999705587391802,0.556690729660825,0.9999594800009566,0.5711265068386666
0.999997830002356,0.5327451568469903,0.9999832203045907,0.5470526811425488,0.9999705587391802,0.5597629797391975,0.9999594800009566,0.5711265068386666
0.999997830002356,0.5327451568469903,0.9999832203045907,0.5504904887460057,0.9999705587391802,0.5663471959364171,0.9999594800009566,0.5805960443392187
0.999997830002356,0.5429917390903575,0.9999832203045907,0.5605215449678876,0.9999705587391802,0.5761711651646605,0.9999594800009566,0.5902225910827342
0.999997830002356,0.5429917390903575,0.9999832203045907,0.5605215449678876,0.9999705587391802,0.5761711651646605,0.9999594800009566,0.5902225910827342
0.999997830002356,0.5429917390903575,0.9999832203045907,0.5605215449678876,0.9999705587391802,0.5761711651646605,0.9999594800009566,0.5902225910827342
0.999997830002356,0.5429917390903575,0.9999832203045907,0.5605215449678876,0.9999705587391802,0.5761711651646605,0.9999594800009566,0.5902225910827342
0.999997830002356,0.5534353995170206,0.9999832203045907,0.5707353874340085,0.9999705587391802,0.5861655428845327,0.9999594800009566,0.6000087503539419
0.999997830002356,0.5640799286406717,0.9999832203045907,0.5811353468814635,0.9999705587391802,0.5963332850350574,0.9999594800009566,0.6099571686012178
0.999997830002356,0.5640799286406717,0.9999832203045907,0.5811353468814635,0.9999705587391802,0.5963332850350574,0.9999594800009566,0.6099571686012178
0.999997830002356,0.5640799286406717,0.9999832203045907,0.5811353468814635,0.9999705587391802,0.5963332850350574,0.9999594800009566,0.6099571686012178
0.999997830002356,0.5640799286406717,0.9999832203045907,0.5811353468814635,0.9999705587391802,0.5963332850350574,0.9999594800009566,0.6099571686012178
0.999997830002356,0.5640799286406717,0.9999832203045907,0.5847873379657116,0.9999705587391802,0.6033476597193181,0.9999594800009566,0.6200705361522558
0.999997830002356,0.5749291898800571,0.9999832203045907,0.5954433525289095,0.9999705587391802,0.6138134462289789,0.9999594800009566,0.6303515879416112
0.999997830002356,0.5859871209611867,0.9999832203045907,0.6025072442387336,0.9999705587391802,0.6172009436450614,0.9999594800009566,0.6303515879416112
0.999997830002356,0.5859871209611867,0.9999832203045907,0.6025072442387336,0.9999705587391802,0.6172009436450614,0.9999594800009566,0.6303515879416112
0.999997830002356,0.5859871209611867,0.9999832203045907,0.6025072442387336,0.9999705587391802,0.6172009436450614,0.9999594800009566,0.6303515879416112
0.999997830002356,0.5859871209611867,0.9999832203045907,0.6025072442387336,0.9999705587391802,0.6172009436450614,0.9999594800009566,0.6303515879416112
0.999997830002356,0.5859871209611867,0.9999832203045907,0.6062935413482842,0.9999705587391802,0.6244607743183597,0.9999594800009566,0.6408031042502957
0.999997830002356,0.5972577353465341,0.9999832203045907,0.6173414426736701,0.9999705587391802,0.6352927930432086,0.9999594800009566,0.6514279114576476
0.999997830002356,0.6087451236917167,0.9999832203045907,0.6246651168410152,0.9999705587391802,0.6387988301105147,0.9999594800009566,0.6514279114576476
0.999997830002356,0.6087451236917167,0.9999832203045907,0.6246651168410152,0.9999705587391802,0.6387988301105147,0.9999594800009566,0.6514279114576476
0.999997830002356,0.6087451236917167,0.9999832203045907,0.6246651168410152,0.9999705587391802,0.6387988301105147,0.9999594800009566,0.6514279114576476
0.999997830002356,0.6087451236917167,0.9999832203045907,0.6246651168410152,0.9999705587391802,0.6387988301105147,0.9999594800009566,0.6514279114576476
0.999997830002356,0.6087451236917167,0.9999832203045907,0.6325408706478548,0.9999705587391802,0.6539149640781183,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6204534553301916,0.9999832203045907,0.6400448593871976,0.9999705587391802,0.6575237726905082,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6323869797865186,0.9999832203045907,0.6476378698002597,0.9999705587391802,0.6611524975004417,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6323869797865186,0.9999832203045907,0.6476378698002597,0.9999705587391802,0.6611524975004417,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6323869797865186,0.9999832203045907,0.6476378698002597,0.9999705587391802,0.6611524975004417,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6323869797865186,0.9999832203045907,0.6476378698002597,0.9999705587391802,0.6611524975004417,0.9999594800009566,0.6732089391759898
0.999997830002356,0.6323869797865186,0.9999832203045907,0.6517077783663527,0.9999705587391802,0.6689293086516602,0.9999594800009566,0.6843710498798369
0.999997830002356,0.6445500283187071,0.9999832203045907,0.6635832194478557,0.9999705587391802,0.6805326872703145,0.9999594800009566,0.6957182334609334
0.999997830002356,0.6569470154902471,0.9999832203045907,0.6714554712459939,0.9999705587391802,0.6842883930696094,0.9999594800009566,0.6957182334609334
0.999997830002356,0.6569470154902471,0.9999832203045907,0.6714554712459939,0.9999705587391802,0.6842883930696094,0.9999594800009566,0.6957182334609334
0.999997830002356,0.6569470154902471,0.9999832203045907,0.6714554712459939,0.9999705587391802,0.6842883930696094,0.9999594800009566,0.6957182334609334
