XSn;aSn;XCu;aCu;Sn_ideal;Cu_ideal;;;T = 450øC
0.445;0.82293689;0.555;0.19837568;0.445;0.555;;;
0.446;0.82293689;0.554;0.19837568;0.446;0.554;;;
0.447;0.82293689;0.553;0.19837568;0.447;0.553;;;
0.448;0.82293689;0.552;0.19837568;0.448;0.552;;;
0.449;0.82293689;0.551;0.19837568;0.449;0.551;;;
0.45;0.82293689;0.55;0.19837568;0.45;0.55;;;
0.451;0.82293689;0.549;0.19837568;0.451;0.549;;;
0.452;0.82293689;0.548;0.19837568;0.452;0.548;;;
0.453;0.82293689;0.547;0.19837568;0.453;0.547;;;
0.454;0.82293689;0.546;0.19837568;0.454;0.546;;;
0.455;0.82293689;0.545;0.19837568;0.455;0.545;;;
0.456;0.82293689;0.544;0.19837568;0.456;0.544;;;
0.457;0.82293689;0.543;0.19837568;0.457;0.543;;;
0.458;0.82293689;0.542;0.19837568;0.458;0.542;;;
0.459;0.82293689;0.541;0.19837568;0.459;0.541;;;
0.46;0.82293689;0.54;0.19837568;0.46;0.54;;;
0.461;0.82293689;0.539;0.19837568;0.461;0.539;;;
0.462;0.82293689;0.538;0.19837568;0.462;0.538;;;
0.463;0.82293689;0.537;0.19837568;0.463;0.537;;;
0.464;0.82293689;0.536;0.19837568;0.464;0.536;;;
0.465;0.82293689;0.535;0.19837568;0.465;0.535;;;
0.466;0.82293689;0.534;0.19837568;0.466;0.534;;;
0.467;0.82293689;0.533;0.19837568;0.467;0.533;;;
0.468;0.82293689;0.532;0.19837568;0.468;0.532;;;
0.469;0.82293689;0.531;0.19837568;0.469;0.531;;;
0.47;0.82293689;0.53;0.19837568;0.47;0.53;;;
0.471;0.82293689;0.529;0.19837568;0.471;0.529;;;
0.472;0.82293689;0.528;0.19837568;0.472;0.528;;;
0.473;0.82293689;0.527;0.19837568;0.473;0.527;;;
0.474;0.82293689;0.526;0.19837568;0.474;0.526;;;
0.475;0.82293689;0.525;0.19837568;0.475;0.525;;;
0.476;0.82293689;0.524;0.19837568;0.476;0.524;;;
0.477;0.82293689;0.523;0.19837568;0.477;0.523;;;
0.478;0.82293689;0.522;0.19837568;0.478;0.522;;;
0.479;0.82293689;0.521;0.19837568;0.479;0.521;;;
0.48;0.82293689;0.52;0.19837568;0.48;0.52;;;
0.481;0.82293689;0.519;0.19837568;0.481;0.519;;;
0.482;0.82293689;0.518;0.19837568;0.482;0.518;;;
0.483;0.82293689;0.517;0.19837568;0.483;0.517;;;
0.484;0.82293689;0.516;0.19837568;0.484;0.516;;;
0.485;0.82293689;0.515;0.19837568;0.485;0.515;;;
0.486;0.82293689;0.514;0.19837568;0.486;0.514;;;
0.487;0.82293689;0.513;0.19837568;0.487;0.513;;;
0.488;0.82293689;0.512;0.19837568;0.488;0.512;;;
0.489;0.82293689;0.511;0.19837568;0.489;0.511;;;
0.49;0.82293689;0.51;0.19837568;0.49;0.51;;;
0.491;0.82293689;0.509;0.19837568;0.491;0.509;;;
0.492;0.82293689;0.508;0.19837568;0.492;0.508;;;
0.493;0.82293689;0.507;0.19837568;0.493;0.507;;;
0.494;0.82293689;0.506;0.19837568;0.494;0.506;;;
0.495;0.82293689;0.505;0.19837568;0.495;0.505;;;
0.496;0.82293689;0.504;0.19837568;0.496;0.504;;;
0.497;0.82293689;0.503;0.19837568;0.497;0.503;;;
0.498;0.82293689;0.502;0.19837568;0.498;0.502;;;
0.499;0.82293689;0.501;0.19837568;0.499;0.501;;;
0.5;0.82293689;0.5;0.19837568;0.5;0.5;;;
0.501;0.82293689;0.499;0.19837568;0.501;0.499;;;
0.502;0.82293689;0.498;0.19837568;0.502;0.498;;;
0.503;0.82293689;0.497;0.19837568;0.503;0.497;;;
0.504;0.82293689;0.496;0.19837568;0.504;0.496;;;
0.505;0.82293689;0.495;0.19837568;0.505;0.495;;;
0.506;0.82293689;0.494;0.19837568;0.506;0.494;;;
0.507;0.82293689;0.493;0.19837568;0.507;0.493;;;
0.508;0.82293689;0.492;0.19837568;0.508;0.492;;;
0.509;0.82293689;0.491;0.19837568;0.509;0.491;;;
0.51;0.82293689;0.49;0.19837568;0.51;0.49;;;
0.511;0.82293689;0.489;0.19837568;0.511;0.489;;;
0.512;0.82293689;0.488;0.19837568;0.512;0.488;;;
0.513;0.82293689;0.487;0.19837568;0.513;0.487;;;
0.514;0.82293689;0.486;0.19837568;0.514;0.486;;;
0.515;0.82293689;0.485;0.19837568;0.515;0.485;;;
0.516;0.82293689;0.484;0.19837568;0.516;0.484;;;
0.517;0.82293689;0.483;0.19837568;0.517;0.483;;;
0.518;0.82293689;0.482;0.19837568;0.518;0.482;;;
0.519;0.82293689;0.481;0.19837568;0.519;0.481;;;
0.52;0.82293689;0.48;0.19837568;0.52;0.48;;;
0.521;0.82293689;0.479;0.19837568;0.521;0.479;;;
0.522;0.82293689;0.478;0.19837568;0.522;0.478;;;
0.523;0.82293689;0.477;0.19837568;0.523;0.477;;;
0.524;0.82293689;0.476;0.19837568;0.524;0.476;;;
0.525;0.82293689;0.475;0.19837568;0.525;0.475;;;
0.526;0.82293689;0.474;0.19837568;0.526;0.474;;;
0.527;0.82293689;0.473;0.19837568;0.527;0.473;;;
0.528;0.82293689;0.472;0.19837568;0.528;0.472;;;
0.529;0.82293689;0.471;0.19837568;0.529;0.471;;;
0.53;0.82293689;0.47;0.19837568;0.53;0.47;;;
0.531;0.82293689;0.469;0.19837568;0.531;0.469;;;
0.532;0.82293689;0.468;0.19837568;0.532;0.468;;;
0.533;0.82293689;0.467;0.19837568;0.533;0.467;;;
0.534;0.82293689;0.466;0.19837568;0.534;0.466;;;
0.535;0.82293689;0.465;0.19837568;0.535;0.465;;;
0.536;0.82293689;0.464;0.19837568;0.536;0.464;;;
0.537;0.82293689;0.463;0.19837568;0.537;0.463;;;
0.538;0.82293689;0.462;0.19837568;0.538;0.462;;;
0.539;0.82293689;0.461;0.19837568;0.539;0.461;;;
0.54;0.82293689;0.46;0.19837568;0.54;0.46;;;
0.541;0.82293689;0.459;0.19837568;0.541;0.459;;;
0.542;0.82293689;0.458;0.19837568;0.542;0.458;;;
0.543;0.82293689;0.457;0.19837568;0.543;0.457;;;
0.544;0.82293689;0.456;0.19837568;0.544;0.456;;;
0.545;0.82293689;0.455;0.19837568;0.545;0.455;;;
0.546;0.82293689;0.454;0.19837568;0.546;0.454;;;
0.547;0.82293689;0.453;0.19837568;0.547;0.453;;;
0.548;0.82293689;0.452;0.19837568;0.548;0.452;;;
0.549;0.82293689;0.451;0.19837568;0.549;0.451;;;
0.55;0.82293689;0.45;0.19837568;0.55;0.45;;;
0.551;0.82293689;0.449;0.19837568;0.551;0.449;;;
0.552;0.82293689;0.448;0.19837568;0.552;0.448;;;
0.553;0.82293689;0.447;0.19837568;0.553;0.447;;;
0.554;0.82293689;0.446;0.19837568;0.554;0.446;;;
0.555;0.82293689;0.445;0.19837568;0.555;0.445;;;
0.556;0.82293689;0.444;0.19837568;0.556;0.444;;;
0.557;0.82293689;0.443;0.19837568;0.557;0.443;;;
0.558;0.82293689;0.442;0.19837568;0.558;0.442;;;
0.559;0.82293689;0.441;0.19837568;0.559;0.441;;;
0.56;0.82293689;0.44;0.19837568;0.56;0.44;;;
0.561;0.82293689;0.439;0.19837568;0.561;0.439;;;
0.562;0.82293689;0.438;0.19837568;0.562;0.438;;;
0.563;0.82293689;0.437;0.19837568;0.563;0.437;;;
0.564;0.82293689;0.436;0.19837568;0.564;0.436;;;
0.565;0.82293689;0.435;0.19837568;0.565;0.435;;;
0.566;0.82293689;0.434;0.19837568;0.566;0.434;;;
0.567;0.82293689;0.433;0.19837568;0.567;0.433;;;
0.568;0.82293689;0.432;0.19837568;0.568;0.432;;;
0.569;0.82293689;0.431;0.19837568;0.569;0.431;;;
0.57;0.82293689;0.43;0.19837568;0.57;0.43;;;
0.571;0.82293689;0.429;0.19837568;0.571;0.429;;;
0.572;0.82293689;0.428;0.19837568;0.572;0.428;;;
0.573;0.82293689;0.427;0.19837568;0.573;0.427;;;
0.574;0.82293689;0.426;0.19837568;0.574;0.426;;;
0.575;0.82293689;0.425;0.19837568;0.575;0.425;;;
0.576;0.82293689;0.424;0.19837568;0.576;0.424;;;
0.577;0.82293689;0.423;0.19837568;0.577;0.423;;;
0.578;0.82293689;0.422;0.19837568;0.578;0.422;;;
0.579;0.82293689;0.421;0.19837568;0.579;0.421;;;
0.58;0.82293689;0.42;0.19837568;0.58;0.42;;;
0.581;0.82293689;0.419;0.19837568;0.581;0.419;;;
0.582;0.82293689;0.418;0.19837568;0.582;0.418;;;
0.583;0.82293689;0.417;0.19837568;0.583;0.417;;;
0.584;0.82293689;0.416;0.19837568;0.584;0.416;;;
0.585;0.82293689;0.415;0.19837568;0.585;0.415;;;
0.586;0.82293689;0.414;0.19837568;0.586;0.414;;;
0.587;0.82293689;0.413;0.19837568;0.587;0.413;;;
0.588;0.82293689;0.412;0.19837568;0.588;0.412;;;
0.589;0.82293689;0.411;0.19837568;0.589;0.411;;;
0.59;0.82293689;0.41;0.19837568;0.59;0.41;;;
0.591;0.82293689;0.409;0.19837568;0.591;0.409;;;
0.592;0.82293689;0.408;0.19837568;0.592;0.408;;;
0.593;0.82293689;0.407;0.19837568;0.593;0.407;;;
0.594;0.82293689;0.406;0.19837568;0.594;0.406;;;
0.595;0.82293689;0.405;0.19837568;0.595;0.405;;;
0.596;0.82293689;0.404;0.19837568;0.596;0.404;;;
0.597;0.82293689;0.403;0.19837568;0.597;0.403;;;
0.598;0.82293689;0.402;0.19837568;0.598;0.402;;;
0.599;0.82293689;0.401;0.19837568;0.599;0.401;;;
0.6;0.82293689;0.4;0.19837568;0.6;0.4;;;
0.601;0.82293689;0.399;0.19837568;0.601;0.399;;;
0.602;0.82293689;0.398;0.19837568;0.602;0.398;;;
0.603;0.82293689;0.397;0.19837568;0.603;0.397;;;
0.604;0.82293689;0.396;0.19837568;0.604;0.396;;;
0.605;0.82293689;0.395;0.19837568;0.605;0.395;;;
0.606;0.82293689;0.394;0.19837568;0.606;0.394;;;
0.607;0.82293689;0.393;0.19837568;0.607;0.393;;;
0.608;0.82293689;0.392;0.19837568;0.608;0.392;;;
0.609;0.82293689;0.391;0.19837568;0.609;0.391;;;
0.61;0.82293689;0.39;0.19837568;0.61;0.39;;;
0.611;0.82293689;0.389;0.19837568;0.611;0.389;;;
0.612;0.82293689;0.388;0.19837568;0.612;0.388;;;
0.613;0.82293689;0.387;0.19837568;0.613;0.387;;;
0.614;0.82293689;0.386;0.19837568;0.614;0.386;;;
0.615;0.82293689;0.385;0.19837568;0.615;0.385;;;
0.616;0.82293689;0.384;0.19837568;0.616;0.384;;;
0.617;0.82293689;0.383;0.19837568;0.617;0.383;;;
0.618;0.82293689;0.382;0.19837568;0.618;0.382;;;
0.619;0.82293689;0.381;0.19837568;0.619;0.381;;;
0.62;0.82293689;0.38;0.19837568;0.62;0.38;;;
0.621;0.82293689;0.379;0.19837568;0.621;0.379;;;
0.622;0.82293689;0.378;0.19837568;0.622;0.378;;;
0.623;0.82293689;0.377;0.19837568;0.623;0.377;;;
0.624;0.82293689;0.376;0.19837568;0.624;0.376;;;
0.625;0.82293689;0.375;0.19837568;0.625;0.375;;;
0.626;0.82293689;0.374;0.19837568;0.626;0.374;;;
0.627;0.82293689;0.373;0.19837568;0.627;0.373;;;
0.628;0.82293689;0.372;0.19837568;0.628;0.372;;;
0.629;0.82293689;0.371;0.19837568;0.629;0.371;;;
0.63;0.82293689;0.37;0.19837568;0.63;0.37;;;
0.631;0.82293689;0.369;0.19837568;0.631;0.369;;;
0.632;0.82293689;0.368;0.19837568;0.632;0.368;;;
0.633;0.82293689;0.367;0.19837568;0.633;0.367;;;
0.634;0.82293689;0.366;0.19837568;0.634;0.366;;;
0.635;0.82293689;0.365;0.19837568;0.635;0.365;;;
0.636;0.82293689;0.364;0.19837568;0.636;0.364;;;
0.637;0.82293689;0.363;0.19837568;0.637;0.363;;;
0.638;0.82293689;0.362;0.19837568;0.638;0.362;;;
0.639;0.82293689;0.361;0.19837568;0.639;0.361;;;
0.64;0.82293689;0.36;0.19837568;0.64;0.36;;;
0.641;0.82293689;0.359;0.19837568;0.641;0.359;;;
0.642;0.82293689;0.358;0.19837568;0.642;0.358;;;
0.643;0.82293689;0.357;0.19837568;0.643;0.357;;;
0.644;0.82293689;0.356;0.19837568;0.644;0.356;;;
0.645;0.82293689;0.355;0.19837568;0.645;0.355;;;
0.646;0.82293689;0.354;0.19837568;0.646;0.354;;;
0.647;0.82293689;0.353;0.19837568;0.647;0.353;;;
0.648;0.82293689;0.352;0.19837568;0.648;0.352;;;
0.649;0.82293689;0.351;0.19837568;0.649;0.351;;;
0.65;0.82293689;0.35;0.19837568;0.65;0.35;;;
0.651;0.82293689;0.349;0.19837568;0.651;0.349;;;
0.652;0.82293689;0.348;0.19837568;0.652;0.348;;;
0.653;0.82293689;0.347;0.19837568;0.653;0.347;;;
0.654;0.82293689;0.346;0.19837568;0.654;0.346;;;
0.655;0.82293689;0.345;0.19837568;0.655;0.345;;;
0.656;0.82293689;0.344;0.19837568;0.656;0.344;;;
0.657;0.82293689;0.343;0.19837568;0.657;0.343;;;
0.658;0.82293689;0.342;0.19837568;0.658;0.342;;;
0.659;0.82293689;0.341;0.19837568;0.659;0.341;;;
0.66;0.82293689;0.34;0.19837568;0.66;0.34;;;
0.661;0.82293689;0.339;0.19837568;0.661;0.339;;;
0.662;0.82293689;0.338;0.19837568;0.662;0.338;;;
0.663;0.82293689;0.337;0.19837568;0.663;0.337;;;
0.664;0.82293689;0.336;0.19837568;0.664;0.336;;;
0.665;0.82293689;0.335;0.19837568;0.665;0.335;;;
0.666;0.82293689;0.334;0.19837568;0.666;0.334;;;
0.667;0.82293689;0.333;0.19837568;0.667;0.333;;;
0.668;0.82293689;0.332;0.19837568;0.668;0.332;;;
0.669;0.82293689;0.331;0.19837568;0.669;0.331;;;
0.67;0.82293689;0.33;0.19837568;0.67;0.33;;;
0.671;0.82293689;0.329;0.19837568;0.671;0.329;;;
0.672;0.82293689;0.328;0.19837568;0.672;0.328;;;
0.673;0.82293689;0.327;0.19837568;0.673;0.327;;;
0.674;0.82293689;0.326;0.19837568;0.674;0.326;;;
0.675;0.82293689;0.325;0.19837568;0.675;0.325;;;
0.676;0.82293689;0.324;0.19837568;0.676;0.324;;;
0.677;0.82293689;0.323;0.19837568;0.677;0.323;;;
0.678;0.82293689;0.322;0.19837568;0.678;0.322;;;
0.679;0.82293689;0.321;0.19837568;0.679;0.321;;;
0.68;0.82293689;0.32;0.19837568;0.68;0.32;;;
0.681;0.82293689;0.319;0.19837568;0.681;0.319;;;
0.682;0.82293689;0.318;0.19837568;0.682;0.318;;;
0.683;0.82293689;0.317;0.19837568;0.683;0.317;;;
0.684;0.82293689;0.316;0.19837568;0.684;0.316;;;
0.685;0.82293689;0.315;0.19837568;0.685;0.315;;;
0.686;0.82293689;0.314;0.19837568;0.686;0.314;;;
0.687;0.82293689;0.313;0.19837568;0.687;0.313;;;
0.688;0.82293689;0.312;0.19837568;0.688;0.312;;;
0.689;0.82293689;0.311;0.19837568;0.689;0.311;;;
0.69;0.82293689;0.31;0.19837568;0.69;0.31;;;
0.691;0.82293689;0.309;0.19837568;0.691;0.309;;;
0.692;0.82293689;0.308;0.19837568;0.692;0.308;;;
0.693;0.82293689;0.307;0.19837568;0.693;0.307;;;
0.694;0.82293689;0.306;0.19837568;0.694;0.306;;;
0.695;0.82293689;0.305;0.19837568;0.695;0.305;;;
0.696;0.82293689;0.304;0.19837568;0.696;0.304;;;
0.697;0.82293689;0.303;0.19837568;0.697;0.303;;;
0.698;0.82293689;0.302;0.19837568;0.698;0.302;;;
0.699;0.82293689;0.301;0.19837568;0.699;0.301;;;
0.7;0.82293689;0.3;0.19837568;0.7;0.3;;;
0.701;0.82293689;0.299;0.19837568;0.701;0.299;;;
0.702;0.82293689;0.298;0.19837568;0.702;0.298;;;
0.703;0.82293689;0.297;0.19837568;0.703;0.297;;;
0.704;0.82293689;0.296;0.19837568;0.704;0.296;;;
0.705;0.82293689;0.295;0.19837568;0.705;0.295;;;
0.706;0.82293689;0.294;0.19837568;0.706;0.294;;;
0.707;0.82293689;0.293;0.19837568;0.707;0.293;;;
0.708;0.82293689;0.292;0.19837568;0.708;0.292;;;
0.709;0.82293689;0.291;0.19837568;0.709;0.291;;;
0.71;0.82293689;0.29;0.19837568;0.71;0.29;;;
0.711;0.82293689;0.289;0.19837568;0.711;0.289;;;
0.712;0.82293689;0.288;0.19837568;0.712;0.288;;;
0.713;0.82293689;0.287;0.19837568;0.713;0.287;;;
0.714;0.82293689;0.286;0.19837568;0.714;0.286;;;
0.715;0.82293689;0.285;0.19837568;0.715;0.285;;;
0.716;0.82293689;0.284;0.19837568;0.716;0.284;;;
0.717;0.82293689;0.283;0.19837568;0.717;0.283;;;
0.718;0.82293689;0.282;0.19837568;0.718;0.282;;;
0.719;0.82293689;0.281;0.19837568;0.719;0.281;;;
0.72;0.82293689;0.28;0.19837568;0.72;0.28;;;
0.721;0.82293689;0.279;0.19837568;0.721;0.279;;;
0.722;0.82293689;0.278;0.19837568;0.722;0.278;;;
0.723;0.82293689;0.277;0.19837568;0.723;0.277;;;
0.724;0.82293689;0.276;0.19837568;0.724;0.276;;;
0.725;0.82293689;0.275;0.19837568;0.725;0.275;;;
0.726;0.82293689;0.274;0.19837568;0.726;0.274;;;
0.727;0.82293689;0.273;0.19837568;0.727;0.273;;;
0.728;0.82293689;0.272;0.19837568;0.728;0.272;;;
0.729;0.82293689;0.271;0.19837568;0.729;0.271;;;
0.73;0.82293689;0.27;0.19837568;0.73;0.27;;;
0.731;0.82293689;0.269;0.19837568;0.731;0.269;;;
0.732;0.82293689;0.268;0.19837568;0.732;0.268;;;
0.733;0.82293689;0.267;0.19837568;0.733;0.267;;;
0.734;0.82293689;0.266;0.19837568;0.734;0.266;;;
0.735;0.82293689;0.265;0.19837568;0.735;0.265;;;
0.736;0.82293689;0.264;0.19837568;0.736;0.264;;;
0.737;0.82293689;0.263;0.19837568;0.737;0.263;;;
0.738;0.82293689;0.262;0.19837568;0.738;0.262;;;
0.739;0.82293689;0.261;0.19837568;0.739;0.261;;;
0.74;0.82293689;0.26;0.19837568;0.74;0.26;;;
0.741;0.82293689;0.259;0.19837568;0.741;0.259;;;
0.742;0.82293689;0.258;0.19837568;0.742;0.258;;;
0.743;0.82293689;0.257;0.19837568;0.743;0.257;;;
0.744;0.82293689;0.256;0.19837568;0.744;0.256;;;
0.745;0.82293689;0.255;0.19837568;0.745;0.255;;;
0.746;0.82293689;0.254;0.19837568;0.746;0.254;;;
0.747;0.82293689;0.253;0.19837568;0.747;0.253;;;
0.748;0.82293689;0.252;0.19837568;0.748;0.252;;;
0.749;0.82293689;0.251;0.19837568;0.749;0.251;;;
0.75;0.82293689;0.25;0.19837568;0.75;0.25;;;
0.751;0.82293689;0.249;0.19837568;0.751;0.249;;;
0.752;0.82293689;0.248;0.19837568;0.752;0.248;;;
0.753;0.82293689;0.247;0.19837568;0.753;0.247;;;
0.754;0.82293689;0.246;0.19837568;0.754;0.246;;;
0.755;0.82293689;0.245;0.19837568;0.755;0.245;;;
0.756;0.82293689;0.244;0.19837568;0.756;0.244;;;
0.757;0.82293689;0.243;0.19837568;0.757;0.243;;;
0.758;0.82293689;0.242;0.19837568;0.758;0.242;;;
0.759;0.82293689;0.241;0.19837568;0.759;0.241;;;
0.76;0.82293689;0.24;0.19837568;0.76;0.24;;;
0.761;0.82293689;0.239;0.19837568;0.761;0.239;;;
0.762;0.82293689;0.238;0.19837568;0.762;0.238;;;
0.763;0.82293689;0.237;0.19837568;0.763;0.237;;;
0.764;0.82293689;0.236;0.19837568;0.764;0.236;;;
0.765;0.82293689;0.235;0.19837568;0.765;0.235;;;
0.766;0.82293689;0.234;0.19837568;0.766;0.234;;;
0.767;0.82293689;0.233;0.19837568;0.767;0.233;;;
0.768;0.82293689;0.232;0.19837568;0.768;0.232;;;
0.769;0.82293689;0.231;0.19837568;0.769;0.231;;;
0.77;0.82293689;0.23;0.19837568;0.77;0.23;;;
0.771;0.82293689;0.229;0.19837568;0.771;0.229;;;
0.772;0.82293689;0.228;0.19837568;0.772;0.228;;;
0.773;0.82293689;0.227;0.19837568;0.773;0.227;;;
0.774;0.82293689;0.226;0.19837568;0.774;0.226;;;
0.775;0.82293689;0.225;0.19837568;0.775;0.225;;;
0.776;0.82293689;0.224;0.19837568;0.776;0.224;;;
0.777;0.82293689;0.223;0.19837568;0.777;0.223;;;
0.778;0.82293689;0.222;0.19837568;0.778;0.222;;;
0.779;0.82293689;0.221;0.19837568;0.779;0.221;;;
0.78;0.82293689;0.22;0.19837568;0.78;0.22;;;
0.781;0.82293689;0.219;0.19837568;0.781;0.219;;;
0.782;0.82293689;0.218;0.19837568;0.782;0.218;;;
0.783;0.82293689;0.217;0.19837568;0.783;0.217;;;
0.784;0.82293689;0.216;0.19837568;0.784;0.216;;;
0.785;0.82293689;0.215;0.19837568;0.785;0.215;;;
0.786;0.82293689;0.214;0.19837568;0.786;0.214;;;
0.787;0.82293689;0.213;0.19837568;0.787;0.213;;;
0.788;0.82293689;0.212;0.19837568;0.788;0.212;;;
0.789;0.82293689;0.211;0.19837568;0.789;0.211;;;
0.79;0.82293689;0.21;0.19837568;0.79;0.21;;;
0.791;0.82293689;0.209;0.19837568;0.791;0.209;;;
0.792;0.82293689;0.208;0.19837568;0.792;0.208;;;
0.793;0.82293689;0.207;0.19837568;0.793;0.207;;;
0.794;0.82293689;0.206;0.19837568;0.794;0.206;;;
0.795;0.82293689;0.205;0.19837568;0.795;0.205;;;
0.796;0.82293689;0.204;0.19837568;0.796;0.204;;;
0.797;0.82293689;0.203;0.19837568;0.797;0.203;;;
0.798;0.82293689;0.202;0.19837568;0.798;0.202;;;
0.799;0.82293689;0.201;0.19837568;0.799;0.201;;;
0.8;0.82293689;0.2;0.19837568;0.8;0.2;;;
0.801;0.82293689;0.199;0.19837568;0.801;0.199;;;
0.802;0.82293689;0.198;0.19837568;0.802;0.198;;;
0.803;0.82293689;0.197;0.19837568;0.803;0.197;;;
0.804;0.82293689;0.196;0.19837568;0.804;0.196;;;
0.805;0.82293689;0.195;0.19837568;0.805;0.195;;;
0.806;0.82293689;0.194;0.19837568;0.806;0.194;;;
0.807;0.82293689;0.193;0.19837568;0.807;0.193;;;
0.808;0.82293689;0.192;0.19837568;0.808;0.192;;;
0.809;0.82318001;0.191;0.19812787;0.809;0.191;;;
0.81;0.8240217;0.19;0.19726933;0.81;0.19;;;
0.811;0.82486434;0.189;0.19640886;0.811;0.189;;;
0.812;0.82570792;0.188;0.19554646;0.812;0.188;;;
0.813;0.82655245;0.187;0.19468214;0.813;0.187;;;
0.814;0.82739792;0.186;0.19381588;0.814;0.186;;;
0.815;0.82824434;0.185;0.1929477;0.815;0.185;;;
0.816;0.8290917;0.184;0.19207758;0.816;0.184;;;
0.817;0.82994001;0.183;0.19120553;0.817;0.183;;;
0.818;0.83078927;0.182;0.19033155;0.818;0.182;;;
0.819;0.83163947;0.181;0.18945564;0.819;0.181;;;
0.82;0.83249061;0.18;0.18857779;0.82;0.18;;;
0.821;0.83334271;0.179;0.18769801;0.821;0.179;;;
0.822;0.83419574;0.178;0.18681629;0.822;0.178;;;
0.823;0.83504972;0.177;0.18593264;0.823;0.177;;;
0.824;0.83590465;0.176;0.18504705;0.824;0.176;;;
0.825;0.83676051;0.175;0.18415952;0.825;0.175;;;
0.826;0.83761733;0.174;0.18327006;0.826;0.174;;;
0.827;0.83847508;0.173;0.18237865;0.827;0.173;;;
0.828;0.83933378;0.172;0.18148531;0.828;0.172;;;
0.829;0.84019342;0.171;0.18059004;0.829;0.171;;;
0.83;0.84105401;0.17;0.17969282;0.83;0.17;;;
0.831;0.84191553;0.169;0.17879366;0.831;0.169;;;
0.832;0.842778;0.168;0.17789257;0.832;0.168;;;
0.833;0.8436414;0.167;0.17698953;0.833;0.167;;;
0.834;0.84450575;0.166;0.17608456;0.834;0.166;;;
0.835;0.84537104;0.165;0.17517765;0.835;0.165;;;
0.836;0.84623726;0.164;0.1742688;0.836;0.164;;;
0.837;0.84710443;0.163;0.17335801;0.837;0.163;;;
0.838;0.84797253;0.162;0.17244528;0.838;0.162;;;
0.839;0.84884157;0.161;0.17153061;0.839;0.161;;;
0.84;0.84971154;0.16;0.170614;0.84;0.16;;;
0.841;0.85058245;0.159;0.16969545;0.841;0.159;;;
0.842;0.8514543;0.158;0.16877496;0.842;0.158;;;
0.843;0.85232708;0.157;0.16785254;0.843;0.157;;;
0.844;0.85320079;0.156;0.16692818;0.844;0.156;;;
0.845;0.85407544;0.155;0.16600188;0.845;0.155;;;
0.846;0.85495102;0.154;0.16507364;0.846;0.154;;;
0.847;0.85582753;0.153;0.16414346;0.847;0.153;;;
0.848;0.85670497;0.152;0.16321135;0.848;0.152;;;
0.849;0.85758334;0.151;0.16227731;0.849;0.151;;;
0.85;0.85846263;0.15;0.16134132;0.85;0.15;;;
0.851;0.85934286;0.149;0.1604034;0.851;0.149;;;
0.852;0.86022401;0.148;0.15946355;0.852;0.148;;;
0.853;0.86110609;0.147;0.15852176;0.853;0.147;;;
0.854;0.86198909;0.146;0.15757804;0.854;0.146;;;
0.855;0.86287302;0.145;0.15663239;0.855;0.145;;;
0.856;0.86375787;0.144;0.15568481;0.856;0.144;;;
0.857;0.86464364;0.143;0.15473529;0.857;0.143;;;
0.858;0.86553033;0.142;0.15378384;0.858;0.142;;;
0.859;0.86641794;0.141;0.15283047;0.859;0.141;;;
0.86;0.86730646;0.14;0.15187516;0.86;0.14;;;
0.861;0.86819591;0.139;0.15091793;0.861;0.139;;;
0.862;0.86908627;0.138;0.14995877;0.862;0.138;;;
0.863;0.86997755;0.137;0.14899768;0.863;0.137;;;
0.864;0.87086974;0.136;0.14803467;0.864;0.136;;;
0.865;0.87176284;0.135;0.14706974;0.865;0.135;;;
0.866;0.87265685;0.134;0.14610288;0.866;0.134;;;
0.867;0.87355178;0.133;0.14513411;0.867;0.133;;;
0.868;0.87444761;0.132;0.14416341;0.868;0.132;;;
0.869;0.87534435;0.131;0.14319079;0.869;0.131;;;
0.87;0.876242;0.13;0.14221625;0.87;0.13;;;
0.871;0.87714055;0.129;0.1412398;0.871;0.129;;;
0.872;0.87804;0.128;0.14026143;0.872;0.128;;;
0.873;0.87894036;0.127;0.13928114;0.873;0.127;;;
0.874;0.87984162;0.126;0.13829895;0.874;0.126;;;
0.875;0.88074377;0.125;0.13731484;0.875;0.125;;;
0.876;0.88164683;0.124;0.13632882;0.876;0.124;;;
0.877;0.88255078;0.123;0.13534089;0.877;0.123;;;
0.878;0.88345563;0.122;0.13435105;0.878;0.122;;;
0.879;0.88436137;0.121;0.13335931;0.879;0.121;;;
0.88;0.88526801;0.12;0.13236567;0.88;0.12;;;
0.881;0.88617553;0.119;0.13137012;0.881;0.119;;;
0.882;0.88708395;0.118;0.13037267;0.882;0.118;;;
0.883;0.88799325;0.117;0.12937332;0.883;0.117;;;
0.884;0.88890344;0.116;0.12837207;0.884;0.116;;;
0.885;0.88981451;0.115;0.12736892;0.885;0.115;;;
0.886;0.89072647;0.114;0.12636389;0.886;0.114;;;
0.887;0.89163931;0.113;0.12535695;0.887;0.113;;;
0.888;0.89255303;0.112;0.12434813;0.888;0.112;;;
0.889;0.89346762;0.111;0.12333742;0.889;0.111;;;
0.89;0.8943831;0.11;0.12232482;0.89;0.11;;;
0.891;0.89529945;0.109;0.12131033;0.891;0.109;;;
0.892;0.89621667;0.108;0.12029396;0.892;0.108;;;
0.893;0.89713477;0.107;0.11927571;0.893;0.107;;;
0.894;0.89805373;0.106;0.11825558;0.894;0.106;;;
