XFe;aFe;Xal;aAl
0.699;0.29695513;0.301;0.009948796
0.7;0.29893426;0.3;0.009795002
0.701;0.30092155;0.299;0.009643245
0.702;0.302917;0.298;0.009493504
0.703;0.30492061;0.297;0.009345756
0.704;0.30693237;0.296;0.009199978
0.705;0.30895226;0.295;0.009056149
0.706;0.31098029;0.294;0.008914247
0.707;0.31301643;0.293;0.008774251
0.708;0.31506068;0.292;0.008636139
0.709;0.31711303;0.291;0.008499891
0.71;0.31917347;0.29;0.008365484
0.711;0.32124199;0.289;0.008232899
0.712;0.32331858;0.288;0.008102114
0.713;0.32540322;0.287;0.00797311
0.714;0.3274959;0.286;0.007845866
0.715;0.3295966;0.285;0.007720362
0.716;0.33170533;0.284;0.007596578
0.717;0.33382206;0.283;0.007474495
0.718;0.33594677;0.282;0.007354093
0.719;0.33807946;0.281;0.007235352
0.72;0.3402201;0.28;0.007118254
0.721;0.34236869;0.279;0.007002779
0.722;0.3445252;0.278;0.00688891
0.723;0.34668963;0.277;0.006776626
0.724;0.34886194;0.276;0.00666591
0.725;0.35104214;0.275;0.006556743
0.726;0.35323019;0.274;0.006449108
0.727;0.35542607;0.273;0.006342986
0.728;0.35762978;0.272;0.00623836
0.729;0.35984129;0.271;0.006135211
0.73;0.36206058;0.27;0.006033523
0.731;0.36428763;0.269;0.005933278
0.732;0.36652242;0.268;0.00583446
0.733;0.36876493;0.267;0.00573705
0.734;0.37101513;0.266;0.005641033
0.735;0.37327301;0.265;0.005546392
0.736;0.37553854;0.264;0.00545311
0.737;0.37781169;0.263;0.005361171
0.738;0.38009244;0.262;0.005270559
0.739;0.38238078;0.261;0.005181257
0.74;0.38467667;0.26;0.005093251
0.741;0.38698008;0.259;0.005006524
0.742;0.38929099;0.258;0.004921061
0.743;0.39160938;0.257;0.004836846
0.744;0.39393522;0.256;0.004753864
0.745;0.39626847;0.255;0.0046721
0.746;0.39860911;0.254;0.00459154
0.747;0.40095711;0.253;0.004512167
0.748;0.40331244;0.252;0.004433969
0.749;0.40567508;0.251;0.00435693
0.75;0.40804498;0.25;0.004281035
0.751;0.41042212;0.249;0.004206271
0.752;0.41280646;0.248;0.004132624
0.753;0.41519797;0.247;0.00406008
0.754;0.41759663;0.246;0.003988624
0.755;0.42000239;0.245;0.003918244
0.756;0.42241522;0.244;0.003848926
0.757;0.42483508;0.243;0.003780656
0.758;0.42726194;0.242;0.003713421
0.759;0.42969576;0.241;0.003647208
0.76;0.43213651;0.24;0.003582004
0.761;0.43458415;0.239;0.003517797
0.762;0.43703863;0.238;0.003454573
0.763;0.43949991;0.237;0.00339232
0.764;0.44196797;0.236;0.003331026
0.765;0.44444275;0.235;0.003270678
0.766;0.44692422;0.234;0.003211264
0.767;0.44941234;0.233;0.003152772
0.768;0.45190705;0.232;0.00309519
0.769;0.45440832;0.231;0.003038507
0.77;0.4569161;0.23;0.00298271
0.771;0.45943035;0.229;0.002927788
0.772;0.46195102;0.228;0.00287373
0.773;0.46447806;0.227;0.002820524
0.774;0.46701144;0.226;0.002768159
0.775;0.46955109;0.225;0.002716625
0.776;0.47209697;0.224;0.002665909
0.777;0.47464904;0.223;0.002616002
0.778;0.47720723;0.222;0.002566892
0.779;0.47977151;0.221;0.002518569
0.78;0.48234181;0.22;0.002471022
0.781;0.48491808;0.219;0.002424242
0.782;0.48750028;0.218;0.002378217
0.783;0.49008834;0.217;0.002332938
0.784;0.49268222;0.216;0.002288394
0.785;0.49528185;0.215;0.002244576
0.786;0.49788717;0.214;0.002201474
0.787;0.50049814;0.213;0.002159078
0.788;0.50311469;0.212;0.002117378
0.789;0.50573677;0.211;0.002076365
0.79;0.5083643;0.21;0.00203603
0.791;0.51099724;0.209;0.001996363
0.792;0.51363551;0.208;0.001957355
0.793;0.51627907;0.207;0.001918996
0.794;0.51892783;0.206;0.001881279
0.795;0.52158174;0.205;0.001844194
0.796;0.52424074;0.204;0.001807732
0.797;0.52690475;0.203;0.001771884
0.798;0.5295737;0.202;0.001736642
0.799;0.53224754;0.201;0.001701998
0.8;0.53492619;0.2;0.001667942
0.801;0.53760958;0.199;0.001634468
0.802;0.54029764;0.198;0.001601565
0.803;0.54299029;0.197;0.001569227
0.804;0.54568747;0.196;0.001537446
0.805;0.5483891;0.195;0.001506212
0.806;0.5510951;0.194;0.00147552
0.807;0.55380541;0.193;0.001445359
0.808;0.55651993;0.192;0.001415724
0.809;0.5592386;0.191;0.001386607
0.81;0.56196133;0.19;0.001357999
0.811;0.56468805;0.189;0.001329894
0.812;0.56741868;0.188;0.001302284
0.813;0.57015312;0.187;0.001275162
0.814;0.5728913;0.186;0.001248521
0.815;0.57563314;0.185;0.001222354
0.816;0.57837855;0.184;0.001196654
0.817;0.58112745;0.183;0.001171413
0.818;0.58387974;0.182;0.001146626
0.819;0.58663534;0.181;0.001122285
0.82;0.58939415;0.18;0.001098383
0.821;0.5921561;0.179;0.001074915
0.822;0.59492109;0.178;0.001051873
0.823;0.59768902;0.177;0.001029251
0.824;0.6004598;0.176;0.001007043
0.825;0.60323334;0.175;0.000985243
0.826;0.60600954;0.174;0.000963844
0.827;0.6087883;0.173;0.00094284
0.828;0.61156953;0.172;0.000922226
0.829;0.61435313;0.171;0.000901994
0.83;0.61713899;0.17;0.00088214
0.831;0.61992702;0.169;0.000862657
0.832;0.62271711;0.168;0.00084354
0.833;0.62550917;0.167;0.000824784
0.834;0.62830308;0.166;0.000806381
0.835;0.63109873;0.165;0.000788327
0.836;0.63389604;0.164;0.000770617
0.837;0.63669487;0.163;0.000753245
0.838;0.63949513;0.162;0.000736205
0.839;0.64229671;0.161;0.000719493
0.84;0.64509948;0.16;0.000703103
0.841;0.64790335;0.159;0.00068703
0.842;0.6507082;0.158;0.000671269
0.843;0.65351391;0.157;0.000655815
0.844;0.65632036;0.156;0.000640663
0.845;0.65912744;0.155;0.000625807
0.846;0.66193503;0.154;0.000611245
0.847;0.66474301;0.153;0.000596969
0.848;0.66755126;0.152;0.000582977
0.849;0.67035966;0.151;0.000569263
0.85;0.67316808;0.15;0.000555822
0.851;0.6759764;0.149;0.00054265
0.852;0.67878449;0.148;0.000529743
0.853;0.68159223;0.147;0.000517097
0.854;0.68439949;0.146;0.000504706
0.855;0.68720614;0.145;0.000492567
0.856;0.69001205;0.144;0.000480675
0.857;0.69281708;0.143;0.000469026
0.858;0.69562112;0.142;0.000457616
0.859;0.69842401;0.141;0.000446442
0.86;0.70122563;0.14;0.000435498
0.861;0.70402584;0.139;0.000424782
0.862;0.7068245;0.138;0.000414289
0.863;0.70962148;0.137;0.000404015
0.864;0.71241663;0.136;0.000393956
0.865;0.71520982;0.135;0.000384109
0.866;0.7180009;0.134;0.000374471
0.867;0.72078972;0.133;0.000365037
0.868;0.72357615;0.132;0.000355803
0.869;0.72636004;0.131;0.000346767
0.87;0.72914124;0.13;0.000337925
0.871;0.7319196;0.129;0.000329274
0.872;0.73469498;0.128;0.000320809
0.873;0.73746722;0.127;0.000312528
0.874;0.74023617;0.126;0.000304427
0.875;0.74300169;0.125;0.000296504
0.876;0.74576361;0.124;0.000288754
0.877;0.74852178;0.123;0.000281175
0.878;0.75127606;0.122;0.000273764
0.879;0.75402627;0.121;0.000266517
0.88;0.75677226;0.12;0.000259431
0.881;0.75951388;0.119;0.000252505
0.882;0.76225096;0.118;0.000245734
0.883;0.76498334;0.117;0.000239115
0.884;0.76771086;0.116;0.000232647
0.885;0.77043335;0.115;0.000226325
0.886;0.77315066;0.114;0.000220148
0.887;0.77586262;0.113;0.000214113
0.888;0.77856905;0.112;0.000208216
0.889;0.7812698;0.111;0.000202455
0.89;0.78396469;0.11;0.000196829
0.891;0.78665355;0.109;0.000191333
0.892;0.78933622;0.108;0.000185966
0.893;0.79201253;0.107;0.000180724
0.894;0.79468229;0.106;0.000175607
0.895;0.79734534;0.105;0.00017061
0.896;0.80000151;0.104;0.000165733
0.897;0.80265061;0.103;0.000160971
0.898;0.80529248;0.102;0.000156324
0.899;0.80792693;0.101;0.000151789
0.9;0.81055379;0.1;0.000151789
0.901;0.81317289;0.099;0.000147364
0.902;0.81578403;0.098;0.000143046
0.903;0.81838704;0.097;0.000138833
0.904;0.82098175;0.096;0.000134724
0.905;0.82356796;0.095;0.000130715
0.906;0.8261455;0.094;0.000126806
0.907;0.82871418;0.093;0.000122993
0.908;0.83127382;0.092;0.000119276
0.909;0.83382424;0.091;0.000115652
0.91;0.83636525;0.09;0.000112119
0.911;0.83889666;0.089;0.000108675
0.912;0.84141829;0.088;0.000105318
0.913;0.84392995;0.087;0.000102047
0.914;0.84643145;0.086;9.88597E-05
0.915;0.84892261;0.085;9.57544E-05
0.916;0.85140324;0.084;9.27292E-05
0.917;0.85387314;0.083;8.97826E-05
0.918;0.85633214;0.082;8.69127E-05
0.919;0.85878003;0.081;8.4118E-05
0.92;0.86121663;0.08;8.13969E-05
0.921;0.86364174;0.079;7.87477E-05
0.922;0.86605519;0.078;7.61688E-05
0.923;0.86845676;0.077;7.36588E-05
0.924;0.87084628;0.076;7.12161E-05
0.925;0.87322356;0.075;6.88391E-05
0.926;0.87558838;0.074;6.65266E-05
0.927;0.87794058;0.073;6.42769E-05
0.928;0.88027995;0.072;6.20887E-05
0.929;0.88260629;0.071;5.99606E-05
0.93;0.88491943;0.07;5.78913E-05
0.931;0.88721916;0.069;5.58794E-05
0.932;0.88950528;0.068;5.39236E-05
0.933;0.89177762;0.067;5.20226E-05
0.934;0.89403597;0.066;5.01751E-05
0.935;0.89628014;0.065;4.83799E-05
0.936;0.89850993;0.064;4.66358E-05
0.937;0.90072516;0.063;4.49416E-05
0.938;0.90292563;0.062;4.32961E-05
0.939;0.90511115;0.061;4.16982E-05
0.94;0.90728152;0.06;4.01467E-05
0.941;0.90943656;0.059;3.86405E-05
0.942;0.91157606;0.058;3.71785E-05
0.943;0.91369984;0.057;3.57597E-05
0.944;0.91580771;0.056;3.43831E-05
0.945;0.91789948;0.055;3.30475E-05
0.946;0.91997495;0.054;3.1752E-05
0.947;0.92203393;0.053;3.04957E-05
0.948;0.92407624;0.052;2.92774E-05
0.949;0.92610168;0.051;2.80964E-05
0.95;0.92811007;0.05;2.69516E-05
0.951;0.93010121;0.049;2.58422E-05
0.952;0.93207492;0.048;2.47673E-05
0.953;0.93403102;0.047;2.37259E-05
0.954;0.93596931;0.046;2.27173E-05
0.955;0.93788961;0.045;2.17406E-05
0.956;0.93979173;0.044;2.0795E-05
0.957;0.9416755;0.043;1.98797E-05
0.958;0.94354073;0.042;1.89938E-05
0.959;0.94538723;0.041;1.81367E-05
0.96;0.94721482;0.04;1.73075E-05
0.961;0.94902333;0.039;1.65056E-05
0.962;0.95081257;0.038;1.57302E-05
0.963;0.95258236;0.037;1.49805E-05
0.964;0.95433253;0.036;1.4256E-05
0.965;0.95606291;0.035;1.3556E-05
0.966;0.95777331;0.034;1.28797E-05
0.967;0.95946356;0.033;1.22265E-05
0.968;0.9611335;0.032;1.15958E-05
0.969;0.96278294;0.031;1.0987E-05
0.97;0.96441172;0.03;1.03995E-05
0.971;0.96601967;0.029;9.83262E-06
0.972;0.96760662;0.028;9.28586E-06
0.973;0.9691724;0.027;8.75864E-06
0.974;0.97071686;0.026;8.25039E-06
0.975;0.97223983;0.025;7.76059E-06
0.976;0.97374114;0.024;7.2887E-06
0.977;0.97522063;0.023;6.8342E-06
0.978;0.97667816;0.022;6.39661E-06
0.979;0.97811356;0.021;5.97541E-06
0.98;0.97952667;0.02;5.57015E-06
0.981;0.98091735;0.019;5.18033E-06
0.982;0.98228543;0.018;4.80551E-06
0.983;0.98363078;0.017;4.44525E-06
0.984;0.98495324;0.016;4.0991E-06
0.985;0.98625267;0.015;3.76664E-06
0.986;0.98752893;0.014;3.44746E-06
0.987;0.98878186;0.013;3.14114E-06
0.988;0.99001133;0.012;2.8473E-06
0.989;0.9912172;0.011;2.56556E-06
0.99;0.99239934;0.01;2.29552E-06
0.991;0.99355761;0.009;2.03684E-06
0.992;0.99469188;0.008;1.78915E-06
0.993;0.99580202;0.007;1.5521E-06
0.994;0.9968879;0.006;1.32536E-06
0.995;0.99794939;0.005;1.10859E-06
0.996;0.99898638;0.004;9.01474E-07
0.997;0.99999873;0.003;7.03698E-07
0.998;0.99999873;0.002;5.14956E-07
0.999;0.99999873;0.001;3.34951E-07
1;0.99999873;0;1.63393E-07
